date,AAPL,ABBV,AMZN,AVGO,BAC,BRK-B,COST,CVX,GOOG,GOOGL,JNJ,JPM,LLY,MA,META,MSFT,MU,NFLX,NVDA,ORCL,TSLA,V,WMT,XOM
2015-01-22,0.07917127013206482,0.0,0.1701412796974182,0.0,-0.8255907297134399,0.0,0.0,0.0,0.05429132117165461,-0.6273257017135621,-0.022275120019912775,-0.9405477643013,0.0,0.0,0.0,0.5884389479955038,-0.9601436257362366,-0.0993777612845103,0.0,0.0,-0.2606460750102997,0.0,0.0,0.0
2015-01-23,-0.18432403355836868,0.0,0.15102090438206991,0.0,0.0,0.0,0.0,0.04588713248570756,-0.26731763283411664,0.0,0.0,0.0,0.0,-0.16429225603739425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9164240956306458,0.0,0.0041189193725585565
2015-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-26,0.15655469352548773,0.0,0.0707566022872925,0.0,0.0,0.0,0.6657629013061523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020466731654273124,0.0,0.2955118417739868,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-27,0.18491821724271018,0.0,-0.0330720990896225,0.0,-0.40655413269996643,0.0,0.0,0.0,0.17397361993789673,0.0,0.0,-0.8131082653999329,0.0,0.0,0.0,-0.3807465893526872,0.0,-0.9528173804283142,0.0,0.0,0.02090531587600708,0.0,0.770585834980011,0.0
2015-01-28,0.34633077455289435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41956302523612976,-0.37029044330120087,0.0,0.0,0.0,0.0,0.0,-0.022160619497299194,0.0,-0.3009758506502424,0.0,0.0,0.5814314484596252,0.0,-0.4844055473804474,-0.8032625317573547
2015-01-29,-0.09720732271671295,0.0,0.2459793442334884,0.0,0.0,0.0,0.0,0.0,0.10521444966716151,0.11499084069811065,0.0,0.0,0.0,0.0,0.0,-0.432768839597702,0.0,0.0,0.0,0.3360370993614197,0.938251495361328,0.05681589576933118,0.0,0.0
2015-01-30,0.22695589917046682,-0.08840795159339904,0.030377465135910938,0.0,0.0,0.0,0.0,-0.24991157054901122,0.008814045361110143,-0.12908176013401576,0.0,0.0,-0.08481152057647708,0.12248667648860387,0.0,0.6145021120707194,0.0,0.6956216096878052,0.0,0.0,0.0,-0.12756214900450272,0.0,0.0
2015-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8515654802322388,0.0,0.0,-0.4519696235656738
2015-02-02,0.1827046275138855,0.726351797580719,0.4384993314743042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5853204528490702,-0.7647165060043335,0.0,0.0,0.0,-0.27351808547973633,0.0,0.0,0.4374721348285675,0.0,0.0,0.2741358918803079
2015-02-03,0.0487395574649175,-0.004895627498626709,0.0,0.0,0.0,0.0,0.4677724838256836,0.0,0.0,0.2825184464454651,0.30706459283828735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-04,0.29860179291831124,0.0,0.0,0.0,0.5177223682403564,0.0,0.753839373588562,0.0,0.2957163651784261,0.0,0.0,0.5177223682403564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-05,-0.12389355152845383,0.0,0.0,0.0,0.0,0.0,-0.26790652275085447,0.0,0.1628170749720405,0.25603392720222473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09391743938128154,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-06,-0.3012505088533674,0.0,-0.2935130000114441,0.0,0.0,0.0,0.9299434423446656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021283904711405437,0.0,0.0,0.0
2015-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-09,0.051807016134262106,-0.24749457836151123,0.0,0.0,0.0,0.0,0.8214465379714966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9316020607948304,0.0,-0.4524905979633332,0.5199568271636963,0.0,-0.7140955924987793
2015-02-10,0.19673295744827815,0.0,0.02063055336475375,0.0,0.0,0.0,0.0,0.0,0.0,-0.22938576340675354,0.0,0.0,0.0,0.0,0.0,0.1926642656326294,0.6253460844357809,0.0,0.0,0.0,-0.473284387588501,0.0,0.0,0.0
2015-02-11,0.0938909389078617,-0.06997817754745483,0.348289430141449,0.0,-0.7040418386459351,0.0,0.0,0.0,0.16442610025405885,0.0,0.0,0.0,0.5861713687578837,0.0,0.0,0.34614117443561554,0.0,0.0,0.27149558439850807,0.0,0.028837529250553683,0.0,0.10754693746566772,0.0
2015-02-12,0.0,0.5376175045967102,0.0,0.0,0.0,0.0,-0.2905194362004598,0.0,0.0,-0.23570190370082855,-0.7814904451370239,0.0,0.0,-0.7795542478561401,0.0,0.36435872316360474,0.8376044631004333,0.0,0.3341025710105896,0.0,0.0591896125456182,0.0,0.0,-0.36272695660591125
2015-02-13,-0.020778165413783137,0.0,0.0,0.0,0.0,0.0,-0.15121719241142273,0.0,0.0,0.464342325925827,-0.039811948935190834,0.0,0.0,0.8610990047454834,0.0,0.20878028869628906,0.0,0.8003937005996704,0.0,0.0,0.27239976326624554,0.34915295243263245,0.0,0.0
2015-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-17,-0.042938947677612305,0.0031281858682632446,0.0,0.0,-0.9649304151535034,0.0,0.0,-0.4706590473651886,-0.14014543096224466,-0.0010349005460738858,0.2444539467493693,0.36998701095581055,0.0,0.440768301486969,0.0,0.881536602973938,0.5984631379445394,-0.018536970019340515,0.0,-0.3973489999771118,0.0,0.2203841507434845,0.0,-0.22942644357681274
2015-02-18,-0.3889209542955671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39410505029890275,0.0,0.0,0.0,0.0,-0.2407770037651062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6222748160362244
2015-02-19,-0.002731921151280396,0.8584499359130859,0.7071217894554138,0.0,0.0,0.0,-0.9608547687530518,-0.8796972036361694,-0.09826425313949584,0.0,0.0,0.0,0.0,-0.9608547687530518,0.0,0.0,0.0,0.0,0.0,0.0,-0.3173588812351227,-0.9608547687530518,0.24501705595425197,-0.6105489532152811
2015-02-20,0.05176060994466146,0.824794352054596,0.0,0.0,0.0,0.0,-0.7747538685798645,0.0,-0.8656567931175232,0.34461668133735657,0.2749314506848653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05404078960418701,-0.4857995510101318,-0.4691263635953267,0.0
2015-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-23,-0.11759231640742375,-0.05243963003158572,0.2282882332801819,0.949177622795105,0.0,0.0,0.0,0.0,0.14700397849082947,0.14700397849082947,0.3278933048248291,0.0,0.07206748723983765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4333353638648987,0.0,-0.14137974381446836,0.0
2015-02-24,-0.2232437959084144,0.0,0.0,0.0,0.0,0.0,0.0,-0.7449612617492676,0.0,-0.19215680360794068,-0.9616812467575072,-0.037775918841361986,0.0,0.0,0.0,-0.3202613393465678,-0.7100718170404434,0.0,0.0,0.0,0.3412559713636126,0.0,0.0,0.0
2015-02-25,-0.22890224526910222,-0.3254737854003906,-0.7536944150924683,0.0,0.0,0.0,0.0,0.0,-0.02526555278084496,-0.07732362300157547,0.028201500574747723,0.23662273585796356,0.0,0.0,0.0,0.8873977065086365,0.0,0.0,0.0,0.0,0.17706233263015747,0.0,0.0,0.0
2015-02-26,0.0866779369466445,0.0,0.0,0.17830666303634643,0.0,0.0,0.0,0.0,0.11078498512506485,0.0,0.4237528145313263,0.0,0.0,0.0,0.0,-0.006926476955413818,0.0,0.19658446311950684,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-27,-0.34550804562038845,0.0,0.30778086185455317,0.0,-0.39865274727344513,0.0,0.8110506534576416,0.0,-0.2305607000986735,-0.2305607000986735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6367039084434509,0.0,0.2817482848962148,0.0,-0.5141106843948364,0.0
2015-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-02,-0.036688278118769325,0.0,0.25671666860580444,0.0,0.0,0.0,-0.022253125905990573,0.0,-0.07457561790943146,0.0,0.0,0.0,0.0,0.3705122172832489,0.0,0.0,0.0,0.1533758540948232,0.0,0.0,-0.24216525256633756,0.21714620930807932,0.0,0.0
2015-03-03,-0.06891871690750122,0.0,-0.29378217458724976,0.0,0.0,0.0,0.0,0.0,-0.12756096323331198,-0.298465371131897,-0.44067326188087463,0.0,0.0,0.7968430519104004,0.0,-0.298465371131897,-0.31344297528266907,0.0,0.0,0.0,0.0,-0.2472949425379435,0.0,0.2818109591801961
2015-03-04,0.059970510005950925,0.0,0.1690057516098022,-0.22805242240428925,0.0,0.0,0.0,0.0,0.03686996301015218,-0.11878211796283722,0.0,-0.6430251598358154,0.0,0.5883872310320536,0.0,0.26880738139152527,-0.7448471784591675,0.4505500594774882,0.0,0.0,0.0,0.9475741982460022,0.0,0.9320878684520721
2015-03-05,-0.1948491566711002,0.32207717236719635,-0.44373154640197754,0.0,-0.31313764055569965,0.0,0.056390829384326935,0.6407852470874786,-0.41919031739234924,-0.009937673807144165,-0.22549569606781,-0.10522956649462382,0.0,0.0,0.0,0.0,0.0,-0.43514926731586456,0.0,0.0,0.0,0.9221071600914,0.0,-0.0010286356721605574
2015-03-06,-0.07450885349704374,0.0,0.18993660211563113,0.0,0.0,0.0,0.896744966506958,0.0,-0.04378246409552438,0.002300616767671373,0.0,0.0,-0.499260276556015,0.0,0.0,0.04462824761867523,-0.4766309857368469,0.0,0.0,0.0,-0.08852928876876831,0.0,0.0,-0.7495437860488892
2015-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8344885110855103,0.0,0.0,0.0,0.0,-0.532390832901001,0.0,-0.5171128511428833,0.0
2015-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-09,0.03772543750557245,0.0,-0.43040676414966583,0.0,0.0,0.0,0.864768922328949,0.0,-0.6244225899378458,0.0,-0.6848201751708984,0.0,0.0,0.0,0.0,0.0,0.0,-0.8369103868802389,0.0,0.0,-0.7980600595474243,0.0,0.0,0.0
2015-03-10,0.11516211714063372,0.0,0.1003410319487254,0.9068968296051024,0.0,0.0,0.0,-0.20759528875350952,-0.007621100970676967,-0.010669541358947755,0.02376622955004376,0.0,0.0,-0.9489697813987732,0.0,0.0,0.0,-0.8250089585781097,0.35670775175094604,0.0,0.0,0.0,-0.9410799741744996,0.0
2015-03-11,-0.33987144827842714,0.0,0.1555606484413147,0.0,-0.3470756411552429,0.0,0.0,-0.2655668258666992,0.0,0.0,0.0,0.4507411420345306,0.0,-0.9529930353164672,0.0,0.0,0.4490552544593811,-0.3214790225028992,0.0,0.0,0.0,0.0,0.0,-0.1327834129333496
2015-03-12,-0.24065812275959894,0.0,0.0,0.0,-0.16095226009686786,0.0,0.0,0.0,-0.31618014971415204,-0.32290810346603394,0.0,-0.16095226009686786,0.0,0.0,0.0,-0.586527943611145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4584946930408478
2015-03-13,0.1679105588368007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02104857563972473,0.221567432085673,0.0,-0.4161570072174072,0.0,0.0,0.0,-0.2429757863283157,0.0,-0.10292104880015059,0.0,0.0,0.0,0.0,0.0,0.4743767976760864
2015-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-16,0.029036496366773332,0.3860860764980316,-0.6166432897249857,0.3032142122586568,0.0,0.0,0.0,0.0,0.17671114206314087,0.2650667130947113,-0.15567602713902792,0.0,0.0,0.9376135468482972,0.0,-0.4823289513587952,-0.8998842835426331,-0.41461466749509174,0.8628399968147278,0.0,-0.013444741566975912,0.0,0.0,0.0
2015-03-17,0.07232202016390286,0.0,0.6676856279373169,0.0,0.3138553897539775,0.0,0.0,0.0,0.4663340449333191,0.33384281396865845,0.0,0.36641247272491456,0.0,0.0,0.0,0.15170153975486755,-0.9701319932937622,0.0,0.0,0.14962694380018446,0.3045216004053752,0.0,0.0,0.0
2015-03-18,0.21900235329355514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3615495562553406,0.4514735043048858,0.0,0.0,0.0,0.9441187977790833,0.0,0.10599189251661298,0.0,0.841139554977417,0.0,0.0,0.2312118709087372,0.9441187977790833,0.0,-0.28146400054295856
2015-03-19,-0.206497546699312,0.0,0.5170758068561554,0.0,0.0,0.0,0.0,0.0,0.0,-0.12300268560647964,0.0,0.0,0.0,0.0,0.0,0.18342157204945883,0.0,0.0,0.12417402863502502,-0.700145423412323,0.026538631495307472,0.0,-0.1045515239238739,0.0
2015-03-20,0.08146982640028,0.0,-0.4723780155181885,0.0,0.0,0.0,0.0,0.0,0.21725287040074667,0.21725287040074667,0.0,0.0,0.3044022719065348,0.0,0.0,0.65175861120224,0.0,0.0,0.0,0.9391626119613647,0.0,0.0,0.0,0.0
2015-03-21,0.0,0.0,0.0,0.0,-0.7152785658836365,0.0,0.0,0.0,0.0,0.0,0.0,-0.7152785658836365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9513811469078064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9513811469078064
2015-03-23,0.015970951981014676,0.0,-0.37962833046913147,0.0,0.0,0.0,0.0,0.0,0.5573203961054484,0.010999838511149088,0.0,0.0,0.16949716806411744,0.0,0.0,0.30734962224960327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467678189277649
2015-03-24,0.0937579803996616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09246312720435006,0.22533606631415232,-0.8395751714706421,0.0,0.0,0.0,0.0,0.0,0.0,0.5873949527740479,0.0,-0.9718806743621826,-0.961978793144226,0.0,0.0,0.0
2015-03-25,-0.09607564932421635,0.0,-0.18385016918182373,0.0,0.0,-0.4772643446922302,0.0,0.3929154872894287,0.007480632175098766,-0.059786707162857056,0.0,0.0,0.0,0.0,0.0,0.7997274398803711,0.0,-0.3237347602844239,0.0,-0.784906268119812,-0.5851184640611921,0.0,0.0,0.19986312091350555
2015-03-26,0.2069055274128914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7836964726448059,0.0,-0.8857417106628418,0.0,0.4084881842136383,0.0,-0.24209064245224,0.0,0.0,-0.974026083946228,-0.8857417106628418,-0.6882743835449219,0.0
2015-03-27,0.0,0.1572613914807637,0.1736518383026123,0.0,0.0,0.0,0.0,0.0,0.27125756229673115,0.27125756229673115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9354631900787354,0.0,0.0,0.0,-0.8802029490470886
2015-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-30,0.590448294367109,-0.5504753589630127,0.23392133201871598,0.0,0.0,0.0,0.0,0.8537917137145996,-0.3420969724655151,-0.5701616207758585,0.4694689810276032,0.0,0.0,0.0,0.0,0.2329997569322586,0.0,0.0,0.0,0.40995322465896605,0.40804839985711233,0.0,0.7194058895111084,0.4612109363079071
2015-03-31,0.08125899732112883,0.0,-0.20569094022115073,0.0,0.0,0.0,0.8716632127761841,0.0,0.0,-0.8755530118942261,0.0,0.0,0.0,0.0,0.0,-0.4578513950109482,0.0,0.0,0.0,0.9305566549301147,0.37139128148555756,0.8716632127761841,0.774974524974823,0.0
2015-04-01,-0.06839475723413321,0.8134502172470093,0.0,0.0,0.0,0.0,0.0,0.0,-0.0066458433866500854,-0.16498830914497373,0.0,0.0,0.0,0.0,0.0,0.5937992930412292,0.3719995141029358,0.0,0.0,0.0,-0.09506066356386457,0.0,0.3587048798799515,0.6693375706672668
2015-04-02,-0.24792387088139853,0.0,0.0,-0.9674262404441832,0.0,0.0,0.0,0.0,-0.28551514943440753,-0.473053902387619,0.0,0.0,0.0,0.0,0.0,-0.36196649074554443,-0.15353399515151978,0.2370700240135193,0.0,0.0,0.8277845978736877,0.0,0.4532897472381592,0.0
2015-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31520448128382367,0.0,0.0,0.0
2015-04-04,-0.40606221556663513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5527657270431519,-0.5527657270431519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-06,-0.2068072333931923,0.18536347150802612,0.3239709734916687,0.0,0.0,0.0,0.0,0.0,-0.025673041741053265,-0.030807650089263915,0.0,0.0,0.0,0.0,0.0,0.3370471358299255,0.9429179131984711,0.0,0.9359712600708008,0.0,0.44339838198253084,0.0,0.0,0.0
2015-04-07,-0.22080440412868152,0.0,-0.9327674508094788,0.0,0.0,0.0,0.0,0.0,-0.24855653728757585,0.0,0.0,0.3124453624089559,0.0,0.0,0.0,0.2936459978421529,0.0,0.0,0.0,0.9410296082496644,0.0,0.0,0.8668306469917297,0.0
2015-04-08,0.09693348949605768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10849039256572723,0.0,0.0,0.0,0.0,0.0,0.0,0.43396157026290894,0.0,0.0,0.0,0.0,0.19481961727142333,0.0,0.0,0.8679231405258179
2015-04-09,0.007808700203895551,0.0,0.0,0.0,0.0,0.0,-0.3251277407010396,0.0,0.06215427319208781,-0.08103671669960022,0.0,0.0,0.0,0.0,0.0,-0.5106096863746643,0.0,0.0,0.0,0.0,-0.3807281255722046,0.0,0.0,-0.8776503205299377
2015-04-10,0.22748375833034515,0.0,0.7670963406562805,0.0,0.0,0.0,0.0,0.0,0.17753243446350098,0.0,0.0,0.0,0.0,0.0,0.0,0.7101297378540039,0.0,0.48720649697563867,0.0,0.0,0.939448058605194,0.0,0.0,-0.9364355206489564
