model,n_rows,n_dates,n_assets,mean_IC,std_IC,ICIR,mean_RankIC,std_RankIC,RankICIR,LS_ann_return,LS_ann_vol,LS_sharpe,LS_max_drawdown,TopQ_ann_return,TopQ_ann_vol,TopQ_sharpe,BottomQ_ann_return,BottomQ_ann_vol,BottomQ_sharpe
Lasso,25512,1621,24,0.029119990618340273,0.3355379860294505,0.08678597306650217,0.01720159551120964,0.3230624676987146,0.053245416076161796,0.3999072129204331,0.2803710760255359,1.4263497454495269,-0.37056788959043974,0.789872529849776,0.2739292934434583,2.8834905530569457,0.24482656777888012,0.28213004298111455,0.8677791460701281
