date,company,ret_next,pred_ret_lasso,quantile
2016-04-04,LLY,0.0215908264705448,-0.0001831853938073,1
2016-04-04,MA,-0.0073645549705613,0.0003979260062229,3
2016-04-04,MSFT,-0.01569538327924,0.0005394338749252,3
2016-04-04,NFLX,0.005654050108889,-0.0006989804807467,1
2016-04-04,NVDA,0.0,0.0017284960888135,4
2016-04-04,TSLA,0.0343334345736312,-0.0013981778803743,1
2016-04-04,V,-0.011049936962353,0.0002399834094229,2
2016-04-04,WMT,-0.006657223083594,0.0002079081882938,2
2016-04-04,XOM,-0.0114240000090771,0.0017975922049911,4
2016-04-05,AAPL,0.0104728540983518,0.0008154775506107,1
2016-04-05,ABBV,0.0230610835409716,0.0002672741992258,1
2016-04-05,AMZN,0.027194899054415,0.0022776389708607,4
2016-04-05,CVX,0.0234164766266522,0.0014302903774387,4
2016-04-05,GOOG,0.0106938831255416,0.0012726200725066,2
2016-04-05,GOOGL,0.0125234947990742,0.0012876940985689,2
2016-04-05,JNJ,0.0043139598808736,-0.0001932086590912,1
2016-04-05,JPM,-0.0178205458584259,0.0013541462682678,3
2016-04-05,MA,-0.0031860795420408,0.0014193924595775,4
2016-04-05,MSFT,-0.001832704380826,0.0011906620240594,2
2016-04-05,NFLX,-0.0046694051858833,0.0017062918433192,4
2016-04-05,TSLA,0.0389478531633527,0.0003218230453139,1
2016-04-05,V,0.0201376848291825,0.0013533749485058,3
2016-04-05,WMT,0.0058274354716814,0.0013379962507266,3
2016-04-05,XOM,0.0019463156335444,0.0012266003399504,2
2016-04-06,AAPL,-0.021809869422063,0.000310234116863,1
2016-04-06,ABBV,-0.0232087309466536,0.0003849532206876,2
2016-04-06,AMZN,-0.017688656382376,0.0017203864800355,4
2016-04-06,BAC,-0.022607774920316,0.0012162857529723,2
2016-04-06,CVX,0.0157106924313739,0.0018081234018336,4
2016-04-06,GOOG,-0.0072550745704853,0.0013295091537809,3
2016-04-06,GOOGL,-0.0103504133615337,0.001233572797855,3
2016-04-06,JNJ,0.0038384572585388,0.0014818631581414,4
2016-04-06,LLY,-0.0049491901703182,0.0003441452148284,1
2016-04-06,MU,-0.0019102342982377,0.0002344912861056,1
2016-04-06,NVDA,-0.0039103997753981,0.0003731163852712,2
2016-04-06,TSLA,-0.030969800698537,-0.0009965416546559,1
2016-04-06,WMT,-0.0118770597034404,0.0014070134645567,3
2016-04-07,AAPL,0.0011058222722013,0.0002046526279483,1
2016-04-07,AMZN,0.0053598484982861,0.0022435761111076,4
2016-04-07,COST,-0.0041441054464259,0.0019470414193583,4
2016-04-07,GOOG,-0.0015262908244352,0.001683715033667,4
2016-04-07,GOOGL,-0.0008551440609081,0.0015458544694547,3
2016-04-07,JPM,0.0153523075803971,0.0011612246530559,3
2016-04-07,MSFT,-0.0007345391918893,0.000661170912639,2
2016-04-07,NFLX,-0.0061273462488873,0.0001362589630697,1
2016-04-07,TSLA,-0.0277216647504191,0.0002754350469449,1
2016-04-07,WMT,0.0085017726095,0.0005351766267585,2
2016-04-07,XOM,0.0101976635885046,0.0006502463875747,2
2016-04-08,AAPL,0.0033125622607079,0.001339416827119,4
2016-04-08,AMZN,0.0022367881300682,0.0016881519621174,4
2016-04-08,CVX,0.0122496162152356,0.0005146898642024,1
2016-04-08,GOOG,0.0053303592687747,0.0007206537054222,2
2016-04-08,GOOGL,-0.0025413945166812,0.0006534164220626,2
2016-04-08,LLY,0.0380425217819029,0.0011517560556157,3
2016-04-08,MSFT,-0.0020214477083644,0.0008237368349919,2
2016-04-08,NFLX,-0.0108852635401593,0.0008972512227842,3
2016-04-08,NVDA,0.0302860330496126,0.0015818942223852,4
2016-04-08,TSLA,-0.0005998457768247,0.0001796345423039,1
2016-04-08,XOM,0.0013221353091203,0.0005564909012807,1
2016-04-11,AAPL,0.0130253526053292,0.0025437617476747,4
2016-04-11,ABBV,0.0237601744425359,0.0021760671219177,4
2016-04-11,AMZN,0.0121491258419963,0.0014666471169409,3
2016-04-11,BAC,0.0231307087781191,0.0016797281781659,3
2016-04-11,GOOGL,0.018969245524524,0.0019884700249905,4
2016-04-11,JPM,0.0185568605001795,0.0014493832543183,2
2016-04-11,MSFT,0.0062603895452835,0.0003193926620161,1
2016-04-11,MU,-0.0267939026759383,0.0010670358279256,1
2016-04-11,NFLX,0.0418777093760081,0.0019045842531796,3
2016-04-11,ORCL,0.0044732048709401,0.0012911120118119,2
2016-04-11,TSLA,-0.0084026523533092,0.0011026979053909,2
2016-04-11,XOM,0.0346855122934606,0.0002472769370577,1
2016-04-12,AAPL,0.0144877660508198,0.0020784345617373,4
2016-04-12,ABBV,-0.0006743107166388,0.0015245417596365,4
2016-04-12,AMZN,0.0193145725897341,0.0005353250060112,1
2016-04-12,BAC,0.0391858357610404,0.0005707869259261,1
2016-04-12,CVX,0.0122037596599982,0.0009123531140015,2
2016-04-12,GOOG,0.0316516186452546,0.0008053503213142,2
2016-04-12,JPM,0.0423414884018471,0.0011306648987089,3
2016-04-12,MA,0.0300448386089913,0.0012068019614592,3
2016-04-12,MSFT,0.0128085175924046,0.0003851265716385,1
2016-04-12,MU,0.0698131092891183,0.0013532053180044,4
2016-04-12,NFLX,0.0249579547117915,0.000908604560881,2
2016-04-12,ORCL,0.0202869297369223,-8.513941579851099e-05,1
2016-04-12,TSLA,0.0270760454618868,0.0033291321282449,4
2016-04-12,V,0.0151554536453175,0.0009335240125277,3
2016-04-12,WMT,0.0050870245116403,0.000921286728488,2
2016-04-13,AAPL,0.0005351877287465,0.0005152291599709,2
2016-04-13,AMZN,0.0096451373466639,0.0008411996621895,3
2016-04-13,BAC,0.0253807386837685,-0.0009800355408282,1
2016-04-13,GOOGL,0.0045083825121394,0.00045432818816,2
2016-04-13,JPM,0.0129468400498768,-0.000136247490998,1
2016-04-13,MSFT,0.0001808583557927,0.0010281687469221,3
2016-04-13,MU,-0.0441177923837098,0.0001734916098441,1
2016-04-13,NFLX,0.007022313108538,0.000602956504926,3
2016-04-13,NVDA,0.0155143088620011,0.0011122000932978,4
2016-04-13,TSLA,-0.0104898932924841,0.0005840690822331,2
2016-04-13,V,0.0046420351565912,0.0010885847385584,4
2016-04-13,WMT,-0.0050612776680826,0.0018625629713212,4
2016-04-14,AAPL,-0.0200711253658008,-0.0001214090432654,1
2016-04-14,ABBV,0.0038801437996867,0.0016330260956059,4
2016-04-14,AMZN,0.0082803049963344,0.0003607573976547,2
2016-04-14,AVGO,-0.0209673124753924,0.0001812973485499,2
2016-04-14,BAC,-0.0099007652082616,-0.0037235655968757,1
2016-04-14,COST,0.0125496006559209,0.0015131846659068,4
2016-04-14,GOOGL,0.0158500879127441,0.0011205086252253,3
2016-04-14,JNJ,0.0030953101862389,0.0014363162145504,3
2016-04-14,JPM,-0.0115031385933848,0.0016840926171256,4
2016-04-14,MSFT,0.0052386185953927,-0.0003004624859135,1
2016-04-14,MU,0.0278846370731271,0.0010139834774563,3
2016-04-14,NFLX,0.0098714189278357,-0.0002113687095289,1
2016-04-14,TSLA,0.0105216942354122,0.0020217096471989,4
2016-04-14,WMT,0.0140986731796739,0.000830955726103,2
2016-04-15,AAPL,-0.0215748615480929,-0.0024473381286083,1
2016-04-15,ABBV,0.0062171222801827,0.0012423331334643,4
2016-04-15,AMZN,0.0151144631628385,0.0003079153621565,2
2016-04-15,AVGO,0.0026368310942312,0.0001525079802285,2
2016-04-15,BAC,0.0121425542960609,-0.0002478233559509,1
2016-04-15,JNJ,0.0068069388731126,0.0005784638482868,3
2016-04-15,JPM,0.0064650092400153,0.0007231321952462,3
2016-04-15,MA,0.0079643481816815,0.0015641122172082,4
2016-04-15,MSFT,0.0145549672061582,0.0001716387959619,2
2016-04-15,MU,0.0028061992581593,0.0014691285242851,4
2016-04-15,NFLX,-0.0278898636590387,-0.0001642483719446,1
2016-04-15,TSLA,-0.0024753340604954,0.0004109723734709,3
2016-04-15,V,0.0171079113781105,-7.898262052678405e-05,1
2016-04-18,AAPL,-0.0053032831194855,0.0009485303063725,4
2016-04-18,ABBV,0.0100201641600754,0.0005261329695861,3
2016-04-18,AMZN,-0.01172580363066,-0.0012391225226002,1
2016-04-18,AVGO,-0.017126150170966,0.0010261395073591,4
2016-04-18,BAC,0.0197600287907018,-0.0004878928606332,1
2016-04-18,COST,-0.0092111541284453,0.0003444375363698,3
2016-04-18,CVX,0.0182369501212946,0.0002115822468362,2
2016-04-18,GOOG,-0.0165403608645465,0.0002226141005198,2
2016-04-18,GOOGL,-0.0145110456921956,-0.0005505309926627,1
2016-04-18,JNJ,0.0157758670569561,0.0007101684924812,4
2016-04-18,JPM,0.0168619765831681,-0.000416998140844,2
2016-04-18,LLY,0.0003889088289421,0.000884799762702,4
2016-04-18,MSFT,-0.0012397365630832,0.0003332657786395,3
2016-04-18,NFLX,-0.1297048078909336,-0.0019629077178408,1
2016-04-18,ORCL,-0.0060623135398375,-0.0007439417781775,1
2016-04-18,TSLA,-0.0256420369789589,0.0005345798806711,3
2016-04-18,V,-0.0085946028771592,-3.598464087646992e-05,2
2016-04-19,AAPL,0.0020574888489994,0.0004932905602187,3
2016-04-19,AMZN,0.0081063682660935,-0.0006303919105844,1
2016-04-19,BAC,0.0332181826743205,0.0003398260560268,2
2016-04-19,CVX,0.0118410918713092,0.0003353999007787,2
2016-04-19,GOOG,-0.0016710806430318,0.0005891800344439,3
2016-04-19,GOOGL,-0.0017132987020194,-0.0007828839260286,1
2016-04-19,JNJ,0.0079869017556797,0.0017084458418383,4
2016-04-19,JPM,0.0145293163586897,-0.000448484588802,2
2016-04-19,LLY,0.0089319779109147,0.000842274496557,4
2016-04-19,MSFT,-0.0141868285186274,-0.0001548886514909,2
2016-04-19,MU,0.0736944119141314,-0.0011387000468185,1
2016-04-19,NFLX,0.0257579001616012,-0.0045675178745813,1
2016-04-19,TSLA,0.0105106192217443,0.0005791605036856,3
2016-04-19,V,0.0049538932198855,0.001132351585402,4
2016-04-19,WMT,-0.0080263165349032,0.0006422120780413,4
2016-04-19,XOM,0.0068440875805155,0.000482889996949,3
2016-04-20,AAPL,-0.0108278462225405,-0.0015925634872548,1
2016-04-20,ABBV,0.0147156960025014,0.0006326408076819,3
2016-04-20,AMZN,-0.0031438302805328,0.0010026139265313,3
2016-04-20,AVGO,-0.0161195695410831,0.0016870512039474,4
2016-04-20,BAC,0.0020092288442981,-0.0005029127492705,1
2016-04-20,CVX,-0.0028521015400476,-0.0002165441856807,1
2016-04-20,GOOG,0.0085959589631665,0.0004195975463,2
2016-04-20,GOOGL,0.0065556383999596,1.5429793239473636e-05,2
2016-04-20,JNJ,-0.0022887283929403,0.0018830320942229,4
2016-04-20,JPM,-0.0099624432102041,0.0003529120637852,2
2016-04-20,MSFT,0.0034177287650898,-0.0002536152065737,1
2016-04-20,NFLX,-0.0089903785033511,0.0038173091723205,4
2016-04-20,TSLA,-0.0067207770097235,0.0015881994876706,4
2016-04-20,V,-0.004436021580362,0.0015385776076236,3
2016-04-20,WMT,-0.0106921762762599,0.0009614596608588,3
2016-04-20,XOM,-0.0001155008452963,5.234681455258965e-05,2
2016-04-21,AAPL,-0.0027364737547906,6.275477786420376e-05,1
2016-04-21,ABBV,-0.0065178598855606,0.0015871412061208,4
2016-04-21,AMZN,-0.0166402418772033,0.0013157657712305,3
2016-04-21,CVX,0.0010851124505173,0.0008950488623114,2
2016-04-21,GOOG,-0.0531786091542604,0.0001401035724689,2
2016-04-21,GOOGL,-0.0541410485856194,-0.0004830786735739,1
2016-04-21,MSFT,-0.0717102589358796,-0.0001150023301926,1
2016-04-21,ORCL,-0.0051229291924577,0.001542865386762,4
2016-04-21,TSLA,0.0219904325296294,0.0021537438303414,4
2016-04-21,V,-0.0207951271692929,0.001342470220744,3
2016-04-21,WMT,-0.0233678216840266,0.0010138215942736,3
2016-04-21,XOM,0.0062220697736949,0.0007465637694759,2
2016-04-22,AAPL,-0.0056777082354302,0.0015663958683535,3
2016-04-22,AMZN,0.009186135404233,0.0005412814372652,2
2016-04-22,GOOG,0.0060937383953887,0.0022568327880661,4
2016-04-22,GOOGL,0.006018248053792,-0.0030332967283016,1
2016-04-22,JNJ,0.0016767849622782,0.0003651638878159,1
2016-04-22,MA,-0.0048229868615984,0.0008391375575591,3
2016-04-22,MSFT,0.0063733672955998,-0.0008082710511442,1
2016-04-22,NFLX,-0.0244004381929552,0.0035443612024404,4
2016-04-22,TSLA,-0.0076059796108016,0.0005894394674999,2
2016-04-22,V,-0.0122609899889236,0.0028631431173326,4
2016-04-25,AAPL,-0.0069469345215813,-0.0016367007367402,1
2016-04-25,ABBV,-0.0006560621094615,0.0016323406526756,3
2016-04-25,AMZN,-0.014883411409137,0.0011975128123034,2
2016-04-25,BAC,0.0040109564798938,-0.0001823628652829,1
2016-04-25,CVX,0.0076836584509838,0.0003050749008309,1
2016-04-25,GOOG,-0.0207564112491818,0.0012716336209104,3
2016-04-25,GOOGL,-0.02268900273212,0.0018338162539895,4
2016-04-25,JNJ,-0.0052861673326769,0.0003450498858597,2
2016-04-25,JPM,-0.0163522349487073,6.595488406825655e-05,1
2016-04-25,LLY,-0.0214269455076697,0.0024720442858533,4
2016-04-25,MA,0.0144359984706579,0.0014186987594216,3
2016-04-25,MSFT,-0.0128576968346041,0.0033688844655995,4
2016-04-25,NFLX,-0.0350577245122739,0.0032926867262415,4
2016-04-25,ORCL,-0.0031879405135712,-0.0002863905013102,1
2016-04-25,TSLA,0.0076245090889346,0.0006640089010763,2
2016-04-25,V,-0.0058868435310126,0.0016822765975621,3
2016-04-25,XOM,0.0034348803677053,0.0004178539787976,2
2016-04-26,AAPL,-0.0625778058133154,-0.0009207859074142,1
2016-04-26,ABBV,0.0044314671011029,0.0005601761030036,2
2016-04-26,AMZN,-0.0167131084582231,0.0019984007862869,4
2016-04-26,AVGO,0.0051071534788575,-4.651057387635544e-05,1
2016-04-26,BRK-B,-0.0104748231544589,0.0005721060727434,2
2016-04-26,CVX,0.0152507104403647,0.0004541506784606,2
2016-04-26,GOOG,-0.0032480457902548,0.0011945941243878,3
2016-04-26,GOOGL,-0.0053904525466785,0.0012757576117371,4
2016-04-26,JNJ,-0.0012400264783327,0.0006665505091419,2
2016-04-26,LLY,0.0031469518290019,0.0012228640954272,4
2016-04-26,MSFT,-0.0097200790187834,0.0027272790194089,4
2016-04-26,MU,0.0095566371527358,-0.0005190299037067,1
2016-04-26,ORCL,-0.0078719754861323,0.0008231903220658,3
2016-04-26,TSLA,-0.0089461369087512,0.0003676516976753,1
2016-04-26,XOM,0.0094717489271491,0.0010968719962851,3
2016-04-27,AAPL,-0.0305664667426304,-0.0082122931730344,1
2016-04-27,AMZN,-0.0075341794212628,0.0021359787632371,4
2016-04-27,AVGO,-0.0233615698974972,1.961859373858922e-05,1
2016-04-27,BAC,-0.0166448281009879,0.0007310292897656,3
2016-04-27,CVX,-0.0160803463345113,0.0004052652571188,2
2016-04-27,GOOG,-0.0209961608496022,0.0007992400068214,3
2016-04-27,GOOGL,-0.0227317872586114,0.0012852459639153,4
2016-04-27,JNJ,-0.0025715799927852,0.0008029537775642,3
2016-04-27,LLY,0.0031371973577305,0.0013977534012797,4
2016-04-27,MA,-0.0121975693581036,0.0006185831080094,2
2016-04-27,MSFT,-0.0204160992052732,0.0027327316313695,4
2016-04-27,NVDA,-0.0351114988083357,0.0002643109095275,1
2016-04-27,TSLA,-0.0149521350099679,7.205978150231227e-05,1
2016-04-27,XOM,-0.0006779340564629,0.0002936649799451,2
2016-04-28,AAPL,-0.0114945478804652,-0.0002376328829389,1
2016-04-28,ABBV,-0.0032677954039719,0.0002862654020563,2
2016-04-28,AMZN,0.0956644318581965,0.0037317491422697,4
2016-04-28,AVGO,-0.0129061708298813,0.0008369340129227,2
2016-04-28,COST,-0.0033677354124013,0.0004170944766255,2
2016-04-28,GOOG,0.0104048685251754,0.0019314692731022,3
2016-04-28,GOOGL,0.0039996255567553,0.0041702606201566,4
2016-04-28,JNJ,-0.0035560563557374,0.0031205589806678,4
2016-04-28,MA,-0.0019550624216193,0.0009637336087595,2
2016-04-28,MSFT,0.0142286387748196,0.002054113546559,4
2016-04-28,MU,-0.0748708902140352,-0.000809627374147,1
2016-04-28,NFLX,-0.0027691203886022,-0.0003689692605191,1
2016-04-28,ORCL,-0.0007440893528279,-0.0014022799217146,1
2016-04-28,TSLA,-0.0238584898381766,0.0012791619168986,3
2016-04-28,V,0.0100409160983465,0.0012229066293606,3
2016-04-29,AAPL,-0.001066232842505,0.0023117778621504,4
2016-04-29,ABBV,0.0072125697401907,0.0042071645185657,4
2016-04-29,AMZN,0.0367804623464698,0.0008304924995953,2
2016-04-29,BRK-B,0.0096920793478028,0.0006931767561354,2
2016-04-29,CVX,-0.008417056216187,0.0006422137963416,2
2016-04-29,GOOGL,0.0092247921082924,0.0019850312428697,4
2016-04-29,JNJ,0.0059778148459803,0.0008562852456369,3
2016-04-29,MA,0.0080419652382255,0.0003311567074726,1
2016-04-29,MU,0.183255923992216,0.0003563748722485,1
2016-04-29,NFLX,0.0342107744114874,0.0013455849946667,3
2016-04-29,WMT,0.0107673176260865,0.0010049200825917,3
2016-04-29,XOM,-0.0032808943939601,0.0002213996660404,1
2016-05-02,AAPL,0.0164453185110158,0.001527646086275,4
2016-05-02,ABBV,0.0053713416806129,0.0013718289503619,4
2016-05-02,AMZN,-0.0183227069227061,0.0002513640712959,1
2016-05-02,AVGO,-0.0239594047583787,0.0008840648662808,2
2016-05-02,BAC,-0.0277584599617849,0.0010654631734093,2
2016-05-02,BRK-B,-0.0180406692592788,-0.0001745227165173,1
2016-05-02,COST,0.003180284069167,0.0012557882013689,3
2016-05-02,GOOG,-0.0083785976422311,0.0004462486086793,1
2016-05-02,GOOGL,-0.0083564871743297,0.001190395317029,3
2016-05-02,JNJ,-0.0005320286511047,0.00084519829154,2
2016-05-02,LLY,-0.0244957839749724,0.0010217723431022,2
2016-05-02,MA,-0.0191268841209606,0.0011404083010767,3
2016-05-02,MSFT,-0.0163999333880664,0.0023851700863703,4
2016-05-02,NFLX,-0.0249167007313415,0.0005148422152102,1
2016-05-02,NVDA,-0.0119440708613407,0.0008811971564422,2
2016-05-02,ORCL,-0.0153840390430622,0.0015721274254841,4
2016-05-02,TSLA,-0.0392060105616467,0.000435784049264,1
2016-05-02,V,-0.0161862155359715,0.0011679695666563,3
2016-05-02,WMT,-0.0087292338387271,0.0014620736757557,4
2016-05-03,AAPL,-0.0104008551586156,-0.0027537408762295,1
2016-05-03,ABBV,-0.0050186769211705,0.001171331175997,4
2016-05-03,AMZN,-0.0006257439659346,-0.0012849814959807,1
2016-05-03,BAC,-0.0160171836933841,0.0007668843855779,3
2016-05-03,COST,0.0006606699145235,-0.0003240121168221,1
2016-05-03,CVX,-0.0004932873530705,0.0003164963548335,2
2016-05-03,GOOG,0.0048241290442854,0.0002321572960374,2
2016-05-03,GOOGL,0.0041358164374625,0.000326993005293,2
2016-05-03,JNJ,0.0016859809458749,-0.0001686652672709,1
2016-05-03,JPM,-0.0158248428526242,0.0011277745178713,4
2016-05-03,MSFT,0.0018075901892138,0.0017192978845578,4
2016-05-03,NVDA,0.0,0.0010151620131381,3
2016-05-03,ORCL,-0.0126011847242962,0.0009675932008742,3
2016-05-03,TSLA,-0.0420110533366133,0.0018902507228899,4
2016-05-03,V,0.0260394678111406,0.0003960920433806,2
2016-05-03,WMT,0.0028362296088779,0.0006870451799713,3
2016-05-03,XOM,-0.0019293022016801,-4.1859363134836864e-05,1
2016-05-04,AAPL,-0.0040590242587429,-0.0003795115381069,1
2016-05-04,ABBV,0.0143183873208121,0.0004472788800513,2
2016-05-04,AMZN,-0.017603216877691,-0.0017079377867049,1
2016-05-04,BAC,-0.001415071466623,0.0022186820124781,4
2016-05-04,BRK-B,-0.0192041331597999,0.001485139360973,3
2016-05-04,COST,-0.0242233673159044,-0.0002693689991191,1
2016-05-04,GOOG,0.0082362339231072,0.0015579448423297,4
2016-05-04,GOOGL,0.0046952535009756,0.0015366997552193,3
2016-05-04,JPM,0.0004870734518185,0.0018398549310334,4
2016-05-04,LLY,0.0268462954526431,0.0017308156971782,4
2016-05-04,MSFT,0.0014039946298727,0.0001807440620638,1
2016-05-04,NFLX,-0.0156405100744513,0.0003443525283226,2
2016-05-04,TSLA,-0.0495596144277782,0.0014397469225385,3
2016-05-04,WMT,0.026193990899507,0.000837321117448,2
2016-05-04,XOM,0.0011369511816472,0.0002446322777659,2
2016-05-05,AAPL,-0.0055768933472113,-0.0003649693611573,1
2016-05-05,ABBV,0.0218159045484074,0.0004194099233824,3
2016-05-05,AMZN,0.0225462400900866,-0.0009577654033377,1
2016-05-05,AVGO,-0.0177444830716053,0.001599760713573,4
2016-05-05,COST,0.0116349375078663,-0.0008309907741902,1
2016-05-05,GOOG,0.0138149080641922,0.0001136605949927,2
2016-05-05,GOOGL,0.0146492481964106,0.0001151786219983,2
2016-05-05,JNJ,0.0158578517718119,-0.0002177815896096,2
2016-05-05,MSFT,0.0026032544543845,0.0002748235553074,3
2016-05-05,NFLX,0.0164484004266725,0.0008167948511004,3
2016-05-05,TSLA,0.0160733546092015,0.0030256696686035,4
2016-05-05,XOM,0.0060201902850094,0.0017838597502856,4
2016-05-06,AAPL,0.0007546472784578,-0.0011137343210335,1
2016-05-06,AMZN,0.0086060072697453,-0.0003281538395877,1
2016-05-06,BAC,-0.0163004711870757,0.0004635815725389,3
2016-05-06,GOOG,0.0169589829802268,2.709255890495795e-06,2
2016-05-06,GOOGL,0.0054471312899615,0.0006859721369815,4
2016-05-06,JPM,0.0034091405128131,0.0002881251012764,3
2016-05-06,NFLX,-0.0033024806451557,5.596484047153648e-05,2
2016-05-06,TSLA,-0.0279625624372034,0.0011729457552009,4
2016-05-09,AAPL,0.006789861342165,0.0018001864233983,4
2016-05-09,ABBV,0.0006279450618917,0.0009252010841951,2
2016-05-09,AMZN,0.0343067419605707,0.0014901810018894,3
2016-05-09,GOOGL,0.0140576873065034,0.0001510000663976,1
2016-05-09,MSFT,0.0189730219767376,0.0005669510821056,1
2016-05-09,NFLX,-0.0309255286103879,0.0007584619453145,2
2016-05-09,TSLA,-0.0011008885097381,0.0017670020375464,4
2016-05-09,WMT,-0.0023204351193906,-0.0005820137355274,1
2016-05-09,XOM,0.0111370285374745,0.0015756390544274,3
2016-05-10,AAPL,-0.0097412951220141,-0.0007066716268697,1
2016-05-10,ABBV,-0.0163164154774761,0.0002152227208892,2
2016-05-10,AMZN,0.0144508918286687,0.0021554783104369,4
2016-05-10,COST,-0.0252078540871918,0.0007544943128642,4
2016-05-10,CVX,-0.0052331780376371,0.0006573260842746,3
2016-05-10,GOOG,-0.0109100737123732,-0.00020727244442,1
2016-05-10,GOOGL,-0.0119424525849115,-0.0004426474114487,1
2016-05-10,JNJ,-0.0026163898882561,0.0003839398181343,2
2016-05-10,LLY,-0.0007851253036075,0.0005002668157871,3
2016-05-10,MSFT,0.0005883677553395,0.0004697485183166,3
2016-05-10,TSLA,0.0012937597581215,0.0027345655950924,4
2016-05-10,V,-0.0222613182574098,5.657332106408231e-05,2
2016-05-10,WMT,-0.0275300568990243,-0.0004820416116805,1
2016-05-11,AAPL,-0.023456679196066,-0.0025245992498366,1
2016-05-11,ABBV,-0.0039872058089547,0.0019814566980848,4
2016-05-11,AMZN,0.006589756930776,-0.0021575798383329,1
2016-05-11,GOOG,-0.0027682233935418,-0.0009431588309637,1
2016-05-11,GOOGL,-0.003394765890142,0.0005987406340165,3
2016-05-11,JNJ,-0.0012241087775836,0.0011460967144598,4
2016-05-11,JPM,-0.0006469364016252,0.0012225382690458,4
2016-05-11,LLY,0.0010484773268391,0.000990311238934,3
2016-05-11,MSFT,0.0005873423810327,0.0005927084337715,2
2016-05-11,TSLA,-0.0080397810337157,0.0010507205903856,3
2016-05-11,V,0.0064677634848202,-0.0001341160217245,1
2016-05-11,WMT,0.0066260308412691,1.709090104848516e-06,2
2016-05-11,XOM,0.0096834557264662,0.0003538005437527,2
2016-05-12,AAPL,0.001992610892896,0.0002230130990261,4
2016-05-12,AMZN,-0.0111571115653771,-0.0017463742016002,1
2016-05-12,GOOG,-0.003476732227564,5.804786607461771e-05,2
2016-05-12,GOOGL,-0.0044500991205987,5.871448936822245e-06,2
2016-05-12,JNJ,-0.0058655655408187,-0.0003260062315126,2
2016-05-12,JPM,-0.0017809282664698,0.0003094056303143,4
2016-05-12,NFLX,0.0101435772199014,-0.0033653246496468,1
2016-05-12,NVDA,0.1520940391388923,6.314620157644969e-05,3
2016-05-12,TSLA,0.00159200293887,0.0011966639405713,4
2016-05-12,WMT,-0.0124158311132024,0.0002147196153451,3
2016-05-12,XOM,-0.0112633228576387,-0.0011838644185453,1
2016-05-13,AAPL,0.0371184139491864,-0.0032759638883023,1
2016-05-13,AMZN,0.0010424432376223,-0.0010097143571205,2
2016-05-13,AVGO,0.0079969536767448,-0.0012996145874602,1
2016-05-13,BAC,0.0036020390472006,0.0007272058208196,4
2016-05-13,CVX,0.0153856169235995,-7.126674215606008e-05,3
2016-05-13,GOOG,0.00796256125609,0.0003873383121768,4
2016-05-13,GOOGL,0.0075465258366738,0.0003761315680782,3
2016-05-13,JNJ,0.0077493454863271,-0.0008720974546795,2
2016-05-13,MSFT,0.0146830034654588,0.0001369110065824,3
2016-05-13,NVDA,0.0295267812825767,-0.0004427099993402,2
2016-05-13,TSLA,0.003275341382076,0.0015556092565597,4
2016-05-13,XOM,0.0102635490318003,-0.001314237884873,1
