model,n_rows,n_dates,n_assets,mean_IC,std_IC,ICIR,mean_RankIC,std_RankIC,RankICIR,LS_ann_return,LS_ann_vol,LS_sharpe,LS_max_drawdown,TopQ_ann_return,TopQ_ann_vol,TopQ_sharpe,BottomQ_ann_return,BottomQ_ann_vol,BottomQ_sharpe
Ridge,40744,2452,24,0.015610337133405972,0.34194384427625707,0.04565175655214998,0.010912563836164709,0.32214982711291923,0.03387418808807761,0.1922537283656447,0.2870647093544743,0.6697226168899961,-0.6314289051070903,0.5880782183988229,0.3084193708781419,1.9067486478700315,0.2956833543261863,0.2608321016667727,1.133615657109331
