model,n_rows,n_dates,n_assets,mean_IC,std_IC,ICIR,mean_RankIC,std_RankIC,RankICIR,LS_ann_return,LS_ann_vol,LS_sharpe,LS_max_drawdown,TopQ_ann_return,TopQ_ann_vol,TopQ_sharpe,BottomQ_ann_return,BottomQ_ann_vol,BottomQ_sharpe
OLS,40744,2452,24,0.015605919171670935,0.34194061016222643,0.045639268071338585,0.01095001562994346,0.3222009731246726,0.033985048287568195,0.19282980979671116,0.28718073243023573,0.671458033291126,-0.6299854747042533,0.5901268013844219,0.3083964161449519,1.913533265921779,0.2966896854466796,0.26079608461211734,1.1376309038072674
Ridge,40744,2452,24,0.015610337133405972,0.34194384427625707,0.04565175655214998,0.010912563836164709,0.32214982711291923,0.03387418808807761,0.1922537283656447,0.2870647093544743,0.6697226168899961,-0.6314289051070903,0.5880782183988229,0.3084193708781419,1.9067486478700315,0.2956833543261863,0.2608321016667727,1.133615657109331
Lasso,25512,1621,24,0.029119990618340273,0.3355379860294505,0.08678597306650217,0.01720159551120964,0.3230624676987146,0.053245416076161796,0.3999072129204331,0.2803710760255359,1.4263497454495269,-0.37056788959043974,0.789872529849776,0.2739292934434583,2.8834905530569457,0.24482656777888012,0.28213004298111455,0.8677791460701281
