model,n_rows,n_dates,n_assets,mean_IC,std_IC,ICIR,mean_RankIC,std_RankIC,RankICIR,LS_ann_return,LS_ann_vol,LS_sharpe,LS_max_drawdown,TopQ_ann_return,TopQ_ann_vol,TopQ_sharpe,BottomQ_ann_return,BottomQ_ann_vol,BottomQ_sharpe
OLS,40744,2452,24,0.015605919171670935,0.34194061016222643,0.045639268071338585,0.01095001562994346,0.3222009731246726,0.033985048287568195,0.19282980979671116,0.28718073243023573,0.671458033291126,-0.6299854747042533,0.5901268013844219,0.3083964161449519,1.913533265921779,0.2966896854466796,0.26079608461211734,1.1376309038072674
