date,Q1,Q2,Q3,Q4,long_short,long_only_top,short_only_bottom
2016-03-31,0.02613072586065475,-0.006862590318614375,0.0012962778348947746,0.014910203299562075,-0.011220522561092674,0.014910203299562075,-0.02613072586065475
2016-04-01,-0.024138301791272503,0.0063208668087513,0.008421128160114802,-0.0027981234996648334,0.02134017829160767,-0.0027981234996648334,0.024138301791272503
2016-04-04,0.0124233466980882,0.0009049450098399252,-0.010654613499732325,-0.0079163312154245,-0.0203396779135127,-0.0079163312154245,-0.0124233466980882
2016-04-05,0.002964051570661075,0.016500916948794922,0.008647044580550335,0.0118065493592475,0.008842497788586425,0.0118065493592475,-0.002964051570661075
2016-04-06,-0.020433874183956202,0.0025573633288241,-0.010991781255982136,-0.009983101347382466,0.010450772836573736,-0.009983101347382466,0.020433874183956202
2016-04-07,-0.003007409517471499,0.0028301407132068335,0.00012533910564659995,-0.00010351592419166661,0.0029038935932798327,-0.00010351592419166661,0.003007409517471499
2016-04-08,0.004323968582510399,0.008205287908354134,0.00165445578020515,0.0119451278134629,0.0076211592309525,0.0119451278134629,-0.004323968582510399
2016-04-11,0.0151397022365614,0.0110949723083298,0.0090776441806887,0.018584924190796367,0.003445221954234967,0.018584924190796367,-0.0151397022365614
2016-04-12,0.025832035950803873,0.015542017351392625,0.029180593552051964,0.027675652521296525,0.0018436165704926524,0.027675652521296525,-0.025832035950803873
2016-04-13,0.009279228480387066,-0.012304873639793034,-5.90247573223317e-06,0.009933827121752068,0.0006545986413650021,0.009933827121752068,-0.009279228480387066
2016-04-14,-0.011425146113515526,0.011497262114307266,0.0090752343651058,0.008202810733837475,0.019627956847353002,0.008202810733837475,0.011425146113515526
2016-04-15,-0.0023177025545740504,0.001257671641743334,0.0094621370919888,0.005662556573341166,0.007980259127915217,0.005662556573341166,0.0023177025545740504
2016-04-18,-0.02495743060717202,-0.005652849967578075,-0.0105410126229628,0.0062363008707226,0.031193731477894622,0.0062363008707226,0.02495743060717202
2016-04-19,0.01227113426000395,0.03139944351006915,-0.003944464357617225,0.005982565433869825,-0.006288568826134125,0.005982565433869825,-0.01227113426000395
2016-04-20,-0.004597873982003375,-2.6144222612750007e-05,-0.0008750227129187744,-0.00471473968929655,-0.00011686570729317527,-0.00471473968929655,0.004597873982003375
2016-04-21,-0.042862593758763196,-0.012103701939029566,-0.0053535464866048,-0.0146510763106856,0.028211517448077594,-0.0146510763106856,0.042862593758763196
2016-04-22,0.0015952119128634001,0.0017542135844013998,0.0038852616788334496,-0.013828138347825732,-0.015423350260689132,-0.013828138347825732,-0.0015952119128634001
2016-04-25,-0.00297032888300628,-0.00421415781152695,-0.00851538025556625,-0.015756893915104427,-0.012786565032098147,-0.015756893915104427,0.00297032888300628
2016-04-26,-0.01857219118233535,0.0027498976057000247,0.002865883902386733,-0.006131565531584325,0.012440625650751026,-0.006131565531584325,0.01857219118233535
2016-04-27,-0.025997917614607798,-0.014801960721558835,-0.014974247931200932,-0.006846165315397675,0.019151752299210123,-0.006846165315397675,0.025997917614607798
2016-04-28,-0.009716561865017976,-0.023274964719484276,0.005725996406516667,0.0275841599585085,0.03730072182352648,0.0275841599585085,0.009716561865017976
2016-04-29,0.017314939665838566,0.015493849043350433,-0.0008243861672848999,0.06548210285946233,0.04816716319362377,0.06548210285946233,-0.017314939665838566
2016-05-02,-0.019965883767924443,-0.0104467899207355,-0.01021551235662305,-0.012762972859063101,0.007202910908861342,-0.012762972859063101,0.019965883767924443
2016-05-03,-0.00110836003314826,-0.006109238453076599,0.001459128347724025,-0.009697501417214725,-0.008589141384066466,-0.009697501417214725,0.00110836003314826
2016-05-04,-0.0153815296316974,-0.008806033093455673,0.007102748353506399,0.00676381215487145,0.02214534178656885,0.00676381215487145,0.0153815296316974
2016-05-05,0.0102614182690225,0.0096291467195538,0.004853923042293033,0.014636483147539433,0.0043750648785169325,0.014636483147539433,-0.0102614182690225
2016-05-06,0.0088568151293423,-0.01563252154117955,0.0070265692798534,-0.0064456653371313,-0.0153024804664736,-0.0064456653371313,-0.0088568151293423
2016-05-09,0.006175704509759267,-0.016013208560063,0.02663988196865415,0.005882486799683099,-0.00029321771007616727,0.005882486799683099,-0.006175704509759267
2016-05-10,-0.015030969579580776,-0.015626934863087368,-0.0015748478610410333,-0.001493971179021167,0.013536998400559608,-0.001493971179021167,0.015030969579580776
2016-05-11,-0.006918731673136875,0.0032330094786491,0.0003296277687488667,0.0014907137133093001,0.008409445386446175,0.0014907137133093001,0.006918731673136875
2016-05-12,0.00019282286446476666,0.050203305934741434,-0.0031155136935342503,-0.009848239837219934,-0.0100410627016847,-0.009848239837219934,-0.00019282286446476666
2016-05-13,0.0161302363360024,0.0127052501189576,0.008749201256249799,0.0111328371472423,-0.004997399188760099,0.0111328371472423,-0.0161302363360024
2016-05-16,0.01388053390966785,-0.011858947902426125,-0.012702167966817701,-0.013735174496768726,-0.027615708406436575,-0.013735174496768726,-0.01388053390966785
2016-05-17,0.0257380212704866,0.010489489347426125,0.0009749493689950999,-0.008352451524657325,-0.03409047279514393,-0.008352451524657325,-0.0257380212704866
2016-05-18,-0.001516255203384699,-0.003835251086557025,-0.002985567990965975,0.0145821517343949,0.0160984069377796,0.0145821517343949,0.001516255203384699
2016-05-19,0.0209593486649028,0.012585821557869975,0.003478026892744133,0.01129860307122685,-0.009660745593675949,0.01129860307122685,-0.0209593486649028
2016-05-20,-0.003625551996893633,0.04604927604899005,-0.0036828822372554004,0.0017443930452790332,0.0053699450421726665,0.0017443930452790332,0.003625551996893633
2016-05-23,0.0179236268643631,0.01603876206540183,0.015066388649194533,0.020434738049907867,0.002511111185544767,0.020434738049907867,-0.0179236268643631
2016-05-24,0.0114201908484866,0.01570751617694715,0.002323387210713,0.012624943261303775,0.0012047524128171744,0.012624943261303775,-0.0114201908484866
2016-05-25,0.014029678002341265,0.008545804020412233,-0.0069144614102947,0.004031556871130467,-0.009998121131210798,0.004031556871130467,-0.014029678002341265
2016-05-26,0.0034219031106665332,0.0042676678431975,-0.00020924939083450007,0.007389547065489233,0.0039676439548227,0.007389547065489233,-0.0034219031106665332
2016-05-27,-0.004087807753863133,0.005248609923079134,0.009160233453770799,0.006281858309705666,0.0103696660635688,0.006281858309705666,0.004087807753863133
2016-05-31,-0.00680662090419225,0.00273431399110055,0.00022138299528872503,0.007875254176164576,0.014681875080356826,0.007875254176164576,0.00680662090419225
2016-06-01,-0.005336476933662025,0.001431746266521551,0.0039937328740848,-0.0048678123746259,0.00046866455903612526,-0.0048678123746259,0.005336476933662025
2016-06-02,0.0028932324235128397,-0.00776450796636405,-0.0015646681742663507,-0.0009411982963346804,-0.00383443071984752,-0.0009411982963346804,-0.0028932324235128397
2016-06-03,0.00538473265543205,-0.007192434824262925,0.0034276586622160998,0.00429463439696195,-0.0010900982584701006,0.00429463439696195,-0.00538473265543205
2016-06-06,0.0028714272717724498,0.006613134004061319,0.0019122666817885602,-0.00484397254971086,-0.00771539982148331,-0.00484397254971086,-0.0028714272717724498
2016-06-07,0.003367991825797175,0.0079920669011012,-0.01898391155358303,-0.0048778873535345255,-0.0082458791793317,-0.0048778873535345255,-0.003367991825797175
2016-06-08,-0.018408414509351222,-0.0078912888315454,-0.0035539046242141336,-0.013054000182566751,0.005354414326784471,-0.013054000182566751,0.018408414509351222
2016-06-09,-0.015640796538920074,-0.0198508608248547,-0.018178471535952867,-0.013102865714488966,0.0025379308244311075,-0.013102865714488966,0.015640796538920074
2016-06-10,-0.007177618326059076,-0.0021147989959852667,-9.889660085150001e-05,0.002223586233484768,0.009401204559543843,0.002223586233484768,0.007177618326059076
2016-06-13,-0.00123796991970008,0.0016426524998647,-0.0023604344857951496,0.00250206962538652,0.0037400395450865997,0.00250206962538652,0.00123796991970008
2016-06-14,0.0001372620993010198,0.00375965511948828,-0.00826242438194465,0.0065436773532851,0.006406415253984081,0.0065436773532851,-0.0001372620993010198
2016-06-15,0.001198061886969225,-0.0059160801858056,0.013229641846460666,0.001760957661123525,0.0005628957741543,0.001760957661123525,-0.001198061886969225
2016-06-16,0.006805731909308501,-0.010469183405313,-0.007082432114491675,-0.018048121713407375,-0.024853853622715874,-0.018048121713407375,-0.006805731909308501
2016-06-17,0.0006364864377061666,0.011221140224927666,0.0076016652065122,0.0014189811390367339,0.0007824947013305673,0.0014189811390367339,-0.0006364864377061666
2016-06-20,0.001342881345019801,0.007082968831689,0.0083912276065296,0.005371753094436334,0.004028871749416533,0.005371753094436334,-0.001342881345019801
2016-06-21,-0.012769359983493002,-0.04117168449222165,0.016377126166058534,-0.0027235847620696,0.010045775221423402,-0.0027235847620696,0.012769359983493002
2016-06-22,0.0077773667786756,0.0016852826013059668,0.04317068955187459,0.009644307829876034,0.001866941051200434,0.009644307829876034,-0.0077773667786756
2016-06-23,-0.04880726870782112,-0.004483097106508365,-0.033042107365041574,-0.03669572185977722,0.0121115468480439,-0.03669572185977722,0.04880726870782112
2016-06-24,-0.035484653705577275,-0.0042636239836464996,-0.0058258272676056,-0.0022698023650375753,0.0332148513405397,-0.0022698023650375753,0.035484653705577275
2016-06-27,0.0173497315118097,0.015972984844098634,0.033688006274328636,0.028254930478476624,0.010905198966666925,0.028254930478476624,-0.0173497315118097
2016-06-28,0.01775794019420804,0.0267718960013687,0.0266676784991407,0.020485041583464002,0.0027271013892559634,0.020485041583464002,-0.01775794019420804
2016-06-29,0.0103688461680773,0.009249334942199249,0.009611316728599625,-0.0029989967047106187,-0.013367842872787918,-0.0029989967047106187,-0.0103688461680773
2016-06-30,0.00834852246304206,0.0189734350754033,-0.0015901573039254998,-0.0222430883078431,-0.03059161077088516,-0.0222430883078431,-0.00834852246304206
2016-07-01,-0.005682063904264425,-0.004226251639271666,-0.004541232186036633,-0.009997829914624867,-0.004315766010360442,-0.009997829914624867,0.005682063904264425
2016-07-05,0.0029150544538172505,0.016561021455413168,0.011697945973424134,0.0253978180493411,0.02248276359552385,0.0253978180493411,-0.0029150544538172505
2016-07-06,0.023209829894256625,0.0057740679720547665,-0.0025818594678841665,-0.0033090691668197503,-0.026518899061076375,-0.0033090691668197503,-0.023209829894256625
2016-07-07,0.012859827623717774,0.015150991830436568,0.016187373834954066,0.03376297904129185,0.020903151417574074,0.03376297904129185,-0.012859827623717774
2016-07-08,-0.002231333381638375,0.02114475612987103,0.0057336317056664,0.003014686472115967,0.005246019853754342,0.003014686472115967,0.002231333381638375
2016-07-11,0.008636760550321825,0.006796366657424301,0.0048303468563787744,0.01198216176936375,0.003345401219041925,0.01198216176936375,-0.008636760550321825
2016-07-12,-0.004727489676260475,0.0010027482452983998,-0.004352477309348701,0.010762512045720768,0.015490001721981242,0.010762512045720768,0.004727489676260475
2016-07-13,0.0153309370085507,0.0099419923832862,-2.0274935270466718e-05,0.0021986415779978335,-0.013132295430552866,0.0021986415779978335,-0.0153309370085507
2016-07-14,0.005492761388985926,0.0009939496904411334,0.0009762215605806,-0.0009883060051194248,-0.006481067394105351,-0.0009883060051194248,-0.005492761388985926
2016-07-15,0.011383292997546549,0.012273851671760367,0.004945823500129366,-0.0005664038118966667,-0.011949696809443215,-0.0005664038118966667,-0.011383292997546549
2016-07-18,-0.02376901178515544,-0.0043004149648801,-0.0011471698884961,0.0016076045427955998,0.02537661632795104,0.0016076045427955998,0.02376901178515544
2016-07-19,0.0341802311334996,0.020701697639546775,0.0016478673390790332,0.007756804966681,-0.0264234261668186,0.007756804966681,-0.0341802311334996
2016-07-20,-0.016577321187636575,0.006355788057644834,-0.0005777794031166002,6.793608004080478e-05,0.01664525726767738,6.793608004080478e-05,0.016577321187636575
2016-07-21,0.007037408841668225,-0.0027084504706463668,0.0075501073474065665,0.013666458334010466,0.006629049492342241,0.013666458334010466,-0.007037408841668225
2016-07-22,-0.0019144246021786,-0.005472403707803,-0.0019118210016730332,0.0009995886875509997,0.0029140132897295997,0.0009995886875509997,0.0019144246021786
2016-07-25,-0.0042486334899769,0.017258825854379465,-0.0036325122093127,0.017705204556942026,0.021953838046918927,0.017705204556942026,0.0042486334899769
2016-07-26,-0.021260959203958332,0.0004906180055869001,0.0001479096748132665,0.021297198684974834,0.04255815788893316,0.021297198684974834,0.021260959203958332
2016-07-27,0.013620827429955424,-0.0013890235464778002,0.006622218359331934,0.0100998629331865,-0.0035209644967689243,0.0100998629331865,-0.013620827429955424
2016-07-28,0.010717906355303225,-0.00209096956288155,-0.0113985126157371,0.017141778803682426,0.006423872448379201,0.017141778803682426,-0.010717906355303225
2016-07-29,-0.012635276109697374,-0.002970453592666966,0.008478540764882499,0.007850184201619525,0.0204854603113169,0.007850184201619525,0.012635276109697374
2016-08-01,-0.004742669930577025,-0.0018034530624158,-0.006081580958950499,0.010431721075939466,0.015174391006516491,0.010431721075939466,0.004742669930577025
2016-08-02,0.013939042173585133,-0.00039960352647689995,0.01369580630163865,0.017898804299231366,0.003959762125646233,0.017898804299231366,-0.013939042173585133
2016-08-03,0.014735204567882302,0.0013743521629003,0.0036291916217249,0.00204361694665665,-0.012691587621225651,0.00204361694665665,-0.014735204567882302
2016-08-04,-0.00035146724025676663,0.0075941439484592,0.0243378077206777,0.012297052091458566,0.012648519331715333,0.012297052091458566,0.00035146724025676663
2016-08-05,-0.0007428995565059668,0.025730844118143234,-0.0023324729126164667,0.003581604822302633,0.0043245043788086,0.003581604822302633,0.0007428995565059668
2016-08-08,-0.000797148786787225,-0.002889521183818525,0.0021382333666077995,0.003938192282922675,0.0047353410697099,0.003938192282922675,0.000797148786787225
2016-08-09,0.0046821259133647,0.0081081103271129,-0.0073237821831036495,-0.0009785580589118002,-0.0056606839722765,-0.0009785580589118002,-0.0046821259133647
2016-08-10,0.007725642260439767,-0.00016067745381143314,0.00505193567436355,0.0004719544014183333,-0.007253687859021434,0.0004719544014183333,-0.007725642260439767
2016-08-11,-0.0038914161410702006,0.0200926337351424,-0.0007157504999775669,-0.0048405393130923,-0.0009491231720220993,-0.0048405393130923,0.0038914161410702006
