date,IC,RankIC,IC_cumsum,RankIC_cumsum
2016-03-31,-0.015213215995889307,0.0,-0.015213215995889307,0.0
2016-04-01,0.29862201503660857,0.37762237762237766,0.28340879904071925,0.37762237762237766
2016-04-04,-0.48257583418168015,-0.5205882352941177,-0.1991670351409609,-0.14296585767174003
2016-04-05,0.05515117557817134,0.09285714285714285,-0.14401585956278956,-0.05010871481459718
2016-04-06,0.3123419312327777,0.3681318681318681,0.16832607166998814,0.31802315331727093
2016-04-07,-0.008107328461028462,-0.19090909090909092,0.16021874320895968,0.12711406240818002
2016-04-08,0.06674891865368743,0.19090909090909092,0.2269676618626471,0.31802315331727093
2016-04-11,-0.12680743515526843,0.02097902097902098,0.10016022670737867,0.3390021742962919
2016-04-12,0.1072413162182779,0.04642857142857142,0.20740154292565657,0.38543074572486336
2016-04-13,-0.18911710925745187,0.02097902097902098,0.018284433668204703,0.40640976670388435
2016-04-14,0.44022874031129866,0.3758241758241759,0.45851317397950336,0.7822339425280602
2016-04-15,0.4094504802408468,0.3186813186813187,0.8679636542203502,1.1009152612093789
2016-04-18,0.3183655881003873,0.21568627450980393,1.1863292423207374,1.3166015357191827
2016-04-19,-0.26219797212523005,-0.4382352941176471,0.9241312701955073,0.8783662416015356
2016-04-20,-0.041736465982501865,-0.049999999999999996,0.8823948042130054,0.8283662416015356
2016-04-21,0.10269773298521122,0.16083916083916086,0.9850925371982167,0.9892054024406964
2016-04-22,-0.5991895447462128,-0.4424242424242424,0.3859029924520039,0.546781160016454
2016-04-25,-0.3599971520638978,-0.3186274509803922,0.02590584038810606,0.22815370903606186
2016-04-26,0.4796168609623644,0.10357142857142855,0.5055227013504704,0.3317251376074904
2016-04-27,0.6094342977401918,0.6835164835164835,1.114956999090662,1.0152416211239739
2016-04-28,0.41096844246136505,0.5142857142857142,1.5259254415520271,1.529527335409688
2016-04-29,0.11330425491706757,-0.31468531468531474,1.6392296964690947,1.2148420207243733
2016-05-02,0.3241875730058812,0.25263157894736843,1.9634172694749759,1.4674735996717416
2016-05-03,-0.0248887788899944,-0.232843137254902,1.9385284905849816,1.2346304624168396
2016-05-04,0.4068231875114085,0.42857142857142855,2.34535167809639,1.6632018909882682
2016-05-05,0.022700002963384435,0.034965034965034975,2.3680516810597747,1.6981669259533032
2016-05-06,-0.11235049819679221,-0.09523809523809526,2.2557011828629827,1.6029288307152079
2016-05-09,0.21446708082962881,0.2333333333333333,2.4701682636926114,1.8362621640485413
2016-05-10,0.4977634137460052,0.4450549450549451,2.9679316774386164,2.2813171091034863
2016-05-11,0.5543342022495286,0.33516483516483514,3.522265879688145,2.6164819442683216
