date,const,liquidity_alpha,size_alpha,signal_2,sentiment_change_alpha,sentiment_exp_decay_alpha,sent_macd_alpha,signal1,signal2,signal3,signal4,signal5,signal6,signal7,signal8,train_start,train_end,n_train
2025-07-30,0.0014602727544529368,0.001295734272840185,0.00039019624024858577,2.7499293407709247e-05,0.00023350632864184794,-0.0004910570801348645,-0.0010390775163016794,0.0017195078450063612,-0.0002485829181841316,0.0007315287924848035,0.0003057670746366882,-0.002112898296081901,0.00018526762261646256,1.2021061324282274e-05,0.0004197710245636994,2024-07-26,2025-07-29,4939
2025-07-31,0.0014224015201100809,0.0013006931413556974,0.00045274981348535494,8.46709852254615e-05,0.00015450536915820177,-0.00047680524437156304,-0.0009600138626974844,0.0017323465958502093,-0.0002780669392173959,0.0007342294018078536,0.000282867695843679,-0.0021547405854861635,0.00030625224047342613,-6.593616513836137e-05,0.0004428215006480166,2024-07-29,2025-07-30,4940
2025-08-01,0.0013998161734440375,0.0013844421819047888,0.0005161855332646065,-2.9885121345453494e-05,0.0002573597882379962,-0.0005028735658608284,-0.000996134797409712,0.0017637207105366515,-0.0002105997379426602,0.0006848650413322618,0.00018706192444914303,-0.0021579356397868313,0.00021545551287919878,-0.000181039878467911,0.0005818758727172578,2024-07-30,2025-07-31,4941
2025-08-04,0.0013965291787188792,0.0011827384339161725,0.0004477917922767528,-9.523388351519909e-05,0.0004291826874375871,-0.0004270994246810464,-0.0010754725154418,0.0015108067550297676,-0.00012711351277655149,0.0007095885790815768,0.00014166729483030765,-0.002020619256510404,0.0003245155899023822,-0.00020924715461913664,0.0004863492951984468,2024-07-31,2025-08-01,4943
2025-08-05,0.0014571655593460379,0.0013381683183224648,0.00045589805103791775,-8.705162036664829e-05,0.00043670505751921217,-0.00047446877782116286,-0.0010141762464797631,0.0015576836826425586,-0.00027413393202496293,0.0006053413253937934,0.0001850178543387643,-0.002257392321721987,0.00019363656122876947,-4.810319162358161e-05,0.0005219786232823079,2024-08-01,2025-08-04,4944
2025-08-06,0.0016082213806588692,0.0013697321932737488,0.0004933145716699122,-6.595861328732644e-06,0.0004618927815414025,-0.0004833202133028043,-0.0010303698616914785,0.001558685627334125,-0.0003475181636475847,0.0005194799508418416,7.424756317810521e-05,-0.0022348925217398384,0.00021935210438336658,2.0145233907798656e-05,0.0005831933494767858,2024-08-02,2025-08-05,4941
2025-08-07,0.0017239025683121745,0.001417207391472223,0.0005438016170374831,-5.541989188192159e-05,0.0004758529728042022,-0.00041847957801948875,-0.0009415946283254194,0.0016420876585863094,-0.000461711958712907,0.0004443103967175052,6.779427814072632e-05,-0.002152671480767439,0.0002762556387699882,5.900214858924073e-05,0.000683783537270437,2024-08-05,2025-08-06,4943
2025-08-08,0.0017382528414795805,0.001429172716923487,0.0005264986805606094,6.198572148704151e-06,0.0006098862630825975,-0.0004937317842558502,-0.000949350812212572,0.0016316331255258386,-0.00042284032585547776,0.00046585115099785537,0.00010394786187895514,-0.002305939945786829,0.00027014949602283486,-4.66931517823513e-05,0.0006149778914544012,2024-08-06,2025-08-07,4939
2025-08-11,0.0017838280118948305,0.001543012990065297,0.00048161588663186067,-9.405679120888711e-06,0.0006419711492408927,-0.0005171582179170689,-0.0011011075343441735,0.0016827986516423882,-0.0006811335659636663,0.00037165687544729706,0.00024035664403730217,-0.0023098990738247786,0.0002584479578824361,-5.120489929160468e-05,0.0006045171286992695,2024-08-07,2025-08-08,4940
2025-08-12,0.0016977014445969034,0.001439944199489927,0.0003868735418090379,1.830659340411889e-05,0.00047776233847957186,-0.0005136044306809823,-0.0009837183000153415,0.0014293444518218362,-0.0004804375811380615,0.0004150664478572738,0.00014915228968355478,-0.0021868004202064634,0.0002953764046432116,-6.833961216662205e-05,0.0004820006973522762,2024-08-08,2025-08-11,4937
2025-08-13,0.0016521158756571306,0.0014299954980703479,0.000351018358192525,4.658844248149316e-05,0.0004706094428330745,-0.0004776879203893373,-0.0009884023896542594,0.0014632783397987123,-0.00046870306714484015,0.0004591807020439209,0.00014301570269051087,-0.002123447554166271,0.00027997501682062645,-0.00010764393201657079,0.0004698487513557047,2024-08-09,2025-08-12,4939
2025-08-14,0.0016642951164214461,0.0014075799322692607,0.00033637121957155237,3.2826950690091226e-05,0.0004936391060181688,-0.0004340413905372649,-0.0010515528494910455,0.0014694249202327821,-0.00045947596140913724,0.0004609035588317728,0.00012678821034175526,-0.0021302665795289834,0.00027207201574402316,-8.924065808186975e-05,0.000446302676986453,2024-08-12,2025-08-13,4938
2025-08-15,0.0015753024399828277,0.0013204599249842124,0.00030489385877826224,-2.2664091063432713e-05,0.0005118919899042212,-0.0003490387424264485,-0.0011576484475232934,0.0015043377295558696,-0.0002556692579696193,0.0005261997719249077,7.102169814020889e-05,-0.0021706987941125383,0.0003306655183273216,-3.4681916607219395e-05,0.0003893534823673125,2024-08-13,2025-08-14,4936
2025-08-18,0.0015499955472624784,0.0013108869616645727,0.00025608336139428347,-5.022550370122246e-05,0.0005414391384169899,-0.00035315680753902705,-0.0011549540898752079,0.0015442367583745193,-0.0002276660389503768,0.0005453570630771696,8.645209264455649e-05,-0.0021589179053072005,0.00034498504244512214,-3.732968374813542e-05,0.00030304173839429524,2024-08-14,2025-08-15,4934
2025-08-19,0.001419132883028527,0.0012124737625888475,0.00017505441824953202,-3.2588231893040855e-05,0.0006254564439942107,-0.0002989242327572159,-0.0012411483159104606,0.001673729109556673,-3.9751169912989094e-05,0.0007119439231037018,9.204447918418281e-05,-0.002177398306052674,0.0003754503930346175,3.381534618486126e-05,0.0001867942572297111,2024-08-15,2025-08-18,4932
2025-08-20,0.0013830130828072595,0.0011791238648290255,0.00021282356566812587,-3.4853113999513876e-05,0.0006468818049740212,-0.00029901546813187026,-0.0012556877688890647,0.0016401065456597907,-3.925133572473113e-05,0.0007119973999165268,8.018812408579451e-05,-0.002181949309370216,0.0004169899037547617,2.8433869312296414e-05,0.00021705799039924853,2024-08-16,2025-08-19,4932
2025-08-21,0.0013408548581004642,0.001136363236592094,0.00017515977817151326,-6.0473113876281196e-05,0.0006374664197302616,-0.0002641517941119675,-0.0012648281200011366,0.0016819386354707986,-7.671343762874206e-06,0.0007390282352947431,8.332924499255927e-05,-0.002224664161942946,0.0004078941324039795,5.2799744360547965e-05,0.0001826452775868296,2024-08-19,2025-08-20,4936
2025-08-22,0.0014032235778596797,0.0011871064906022444,0.00011719056182529487,-0.00015630013936298166,0.0006840464374942075,-0.0002516023706584921,-0.0012894913498370038,0.0016985287185608355,-1.3865839916681267e-05,0.0007253067982541302,8.609759265811539e-05,-0.002253443839354462,0.00035731354979887434,4.429348852773123e-05,0.00010729355978772692,2024-08-20,2025-08-21,4936
2025-08-25,0.00137663523597808,0.0011884437872379473,0.00010705844292401127,-0.0001603237229637853,0.0006981536759116118,-0.00025987582503121643,-0.001291943221425399,0.001683456152976106,6.557499740191178e-06,0.0007333209585739707,6.633307029922205e-05,-0.0022330123386736915,0.00036157923464761,7.598761029541691e-05,8.310522742866932e-05,2024-08-21,2025-08-22,4934
