date,intercept,train_start,train_end,n_train,liquidity_alpha,size_alpha,signal_2,sentiment_change_alpha,sentiment_exp_decay_alpha,sent_macd_alpha,signal1,signal2,signal3,signal4,signal5,signal6,signal7,signal8,n_nonzero_factors
2016-07-08,0.0010771303530005137,2015-07-09,2016-07-07,3388,-0.0,-0.0,0.0012466778403224443,0.0,0.0,0.0,0.0007852759988995616,0.0,0.0,0.0,0.0,0.0,0.0,7.730432929213516e-05,3
2016-07-11,0.0010458072391638664,2015-07-10,2016-07-08,3387,-0.0,-0.0,0.0012547337789614546,0.0,0.0,0.0,0.0007638817678526147,0.0,0.0,0.0,-0.0,0.0,0.0,8.271382722651928e-05,3
2016-07-12,0.0010091602961844735,2015-07-13,2016-07-11,3391,-0.0,-0.0,0.0012481433332190495,0.0,0.0,0.0,0.0007562910054677416,0.0,0.0,0.0,-0.0,0.0,0.0,0.00010318398030623592,3
2016-07-13,0.0009408854964619312,2015-07-14,2016-07-12,3390,-0.0,-0.0,0.0013057820615042812,0.0,0.0,0.0,0.0007502193196965043,0.0,0.0,0.0,-0.0,0.0,0.0,9.809708414523931e-05,3
2016-07-14,0.0009696308678620468,2015-07-15,2016-07-13,3389,-0.0,-0.0,0.001310579159150089,0.0,0.0,0.0,0.000702399462765134,0.0,0.0,0.0,-0.0,0.0,0.0,8.297759664248378e-05,3
2016-07-15,0.0008778169317564936,2015-07-16,2016-07-14,3390,-0.0,-0.0,0.0012117156571580538,0.0,0.0,0.0,0.0008026865715859223,0.0,0.0,0.0,-0.0,0.0,0.0,0.00013387672826184477,3
2016-07-18,0.0008018785976855013,2015-07-17,2016-07-15,3393,-0.0,-0.0,0.0006968198575387114,0.0,0.0,0.0,0.0009466738577904292,0.0,0.0,0.0,-0.0,0.0,0.0,0.0001947522414795615,3
2016-07-19,0.0007728695691807667,2015-07-20,2016-07-18,3398,-0.0,-0.0,0.000701320382489262,0.0,0.0,0.0,0.0008885829942992994,0.0,0.0,0.0,-0.0,0.0,0.0,0.0002245393935867964,3
2016-07-20,0.0008701290759400715,2015-07-21,2016-07-19,3399,-0.0,-0.0,0.0006377505425178993,0.0,0.0,0.0,0.0008635657376127529,0.0,0.0,0.0,-0.0,0.0,0.0,0.0002198341312493144,3
2016-07-21,0.0009016609145525156,2015-07-22,2016-07-20,3398,-0.0,-0.0,0.0006072277486765021,0.0,0.0,0.0,0.0008341553043276846,0.0,0.0,0.0,-0.0,0.0,0.0,0.0002517767147896787,3
2016-07-22,0.0009993338602380059,2015-07-23,2016-07-21,3398,-0.0,-0.0,0.0006229219950984299,0.0,0.0,0.0,0.0007498876476575333,0.0,0.0,0.0,-0.0,0.0,0.0,0.00026416076506909997,3
2016-07-25,0.000994026965748305,2015-07-24,2016-07-22,3402,-0.0,-0.0,0.000525827079800797,0.0,0.0,0.0,0.0007368262248571557,0.0,0.0,0.0,-0.0,0.0,0.0,0.0002936747699778102,3
2016-07-26,0.0010251977895605873,2015-07-27,2016-07-25,3408,-0.0,-0.0,0.0005437147363037672,0.0,0.0,0.0,0.0007581899398609508,0.0,0.0,0.0,-0.0,0.0,0.0,0.00033715869533452656,3
2016-07-27,0.0009428678812399927,2015-07-28,2016-07-26,3406,-0.0,-0.0,0.0005766237911013434,0.0,0.0,0.0,0.0007224395369415813,0.0,0.0,0.0,-0.0,0.0,0.0,0.0002405313524931334,3
2016-07-28,0.0009435229367003532,2015-07-29,2016-07-27,3404,-0.0,-0.0,0.0005906733728551288,0.0,0.0,0.0,0.0007124677345084527,0.0,0.0,0.0,-0.0,0.0,0.0,0.00025244036592649406,3
2016-07-29,0.0009321052734529275,2015-07-30,2016-07-28,3403,-0.0,-0.0,0.000547386959253149,0.0,0.0,0.0,0.0006799693380306269,0.0,0.0,0.0,-0.0,0.0,0.0,0.0002351886185418137,3
2016-08-01,0.0009980186765816046,2015-07-31,2016-07-29,3403,-0.0,-0.0,0.0005475301465518076,0.0,0.0,0.0,0.0006293294261000022,0.0,0.0,0.0,-0.0,0.0,0.0,0.00023201400222763917,3
2016-08-02,0.0010146740178584213,2015-08-03,2016-08-01,3403,-0.0,-0.0,0.0005395421141966711,0.0,0.0,0.0,0.0006641710646384505,0.0,0.0,0.0,-0.0,0.0,0.0,0.00024680426737136034,3
2016-08-03,0.0010271079050757244,2015-08-04,2016-08-02,3400,-0.0,-0.0,0.0004876324134088781,0.0,0.0,0.0,0.0006973289673110241,0.0,0.0,0.0,-0.0,0.0,0.0,0.00023038096818211713,3
2016-08-04,0.0010198659591129935,2015-08-05,2016-08-03,3397,-0.0,-0.0,0.0004587547490829624,0.0,0.0,0.0,0.000710938221388688,0.0,0.0,0.0,-0.0,0.0,0.0,0.00023648408846949382,3
2016-08-05,0.0010898270084185398,2015-08-06,2016-08-04,3399,-0.0,-0.0,0.00046350072354863435,0.0,0.0,0.0,0.0007134280497069732,0.0,0.0,0.0,-0.0,0.0,0.0,0.0002482880151051656,3
2016-08-08,0.0011031663092626958,2015-08-07,2016-08-05,3398,-0.0,-0.0,0.00044876319973164824,0.0,0.0,0.0,0.0006978220055140459,0.0,0.0,0.0,-0.0,0.0,0.0,0.0001417035292329155,3
2016-08-09,0.001098639473271225,2015-08-10,2016-08-08,3402,-0.0,-0.0,0.00044042401606467544,0.0,0.0,0.0,0.0007371770201530038,0.0,0.0,0.0,-0.0,0.0,0.0,0.00016186239856039175,3
2016-08-10,0.001135366488138467,2015-08-11,2016-08-09,3397,-0.0,-0.0,0.00031216399846621846,0.0,0.0,0.0,0.0007249048146486582,0.0,0.0,0.0,-0.0,0.0,0.0,0.0001860002527060492,3
2016-08-11,0.0011294310889979813,2015-08-12,2016-08-10,3393,-0.0,-0.0,0.00032329994047163664,0.0,0.0,0.0,0.000711846228291992,0.0,0.0,0.0,-0.0,0.0,0.0,0.0001912466420548973,3
2016-08-12,0.001148811783290232,2015-08-13,2016-08-11,3391,-0.0,-0.0,0.00032204531527337595,0.0,0.0,0.0,0.0006759599181324961,0.0,0.0,0.0,-0.0,0.0,0.0,0.00022003706436438895,3
2016-08-15,0.0011799264730727268,2015-08-14,2016-08-12,3391,-0.0,-0.0,0.00033197264978619906,0.0,0.0,0.0,0.0006211400626166214,0.0,0.0,0.0,-0.0,0.0,0.0,0.00034894846228518574,3
2016-08-16,0.0011529971457254816,2015-08-17,2016-08-15,3395,-0.0,-0.0,0.0003326296679694619,0.0,0.0,0.0,0.0006066077620292846,0.0,0.0,0.0,-0.0,0.0,0.0,0.000391026606473613,3
2016-08-17,0.0012037216909074934,2015-08-18,2016-08-16,3397,-0.0,-0.0,0.0003009733046851311,0.0,0.0,0.0,0.0006396461870453691,0.0,0.0,0.0,-0.0,0.0,0.0,0.0003808651576471657,3
2016-08-18,0.0013025134622025646,2015-08-19,2016-08-17,3394,-0.0,-0.0,0.0002567222936128732,0.0,0.0,0.0,0.0006574951220289309,0.0,0.0,0.0,-0.0,0.0,0.0,0.00042051272404965313,3
2016-08-19,0.001516160888785512,2015-08-20,2016-08-18,3391,-0.0,-0.0,0.0002403961839800816,0.0,0.0,0.0,0.0007065002718253026,0.0,0.0,0.0,-0.0,0.0,0.0,0.00040982229013305545,3
2016-08-22,0.001687069853819896,2015-08-21,2016-08-19,3394,-0.0,-0.0,0.000385669437903433,0.0,0.0,-0.0,0.000771845776804021,0.0,0.0,0.0,-0.0,0.0,0.0,0.00039901774147837576,3
2016-08-23,0.001855239033028901,2015-08-24,2016-08-22,3391,-0.0,-0.0,0.00039661676497822077,0.0,0.0,-0.0,0.0010988118470933777,0.0,0.0,0.0,-0.0,0.0,0.0,0.0003849113997478824,3
2016-08-24,0.0017583093813819456,2015-08-25,2016-08-23,3387,-0.0,-0.0,0.00039437465243961613,0.0,0.0,-0.0,0.0008475224085525718,0.0,0.0,0.0,-0.0,0.0,0.0,0.0002879877713420711,3
2016-08-25,0.0015516607183100402,2015-08-26,2016-08-24,3388,-0.0,-0.0,0.00029079020382071034,0.0,0.0,-0.0,0.0002965943682040457,0.0,0.0,0.0,-0.0,0.0,0.0,0.0002817127655953058,3
2016-08-26,0.0014316555508055919,2015-08-27,2016-08-25,3385,-0.0,-0.0,0.0002470958390903556,0.0,0.0,-0.0,5.6909714282582646e-05,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0002058738834581362,3
2016-08-29,0.0014442674154433962,2015-08-28,2016-08-26,3378,-0.0,-0.0,0.00024508586077732336,0.0,0.0,-0.0,6.569073256198346e-05,0.0,0.0,0.0,-0.0,0.0,-0.0,0.00024691380089585395,3
2016-08-30,0.0014804367670826848,2015-08-31,2016-08-29,3380,-0.0,-0.0,0.0002305063141884585,0.0,0.0,-0.0,1.9912297742001188e-05,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0002124250289188148,3
2016-08-31,0.0015939869924613648,2015-09-01,2016-08-30,3383,-0.0,-0.0,0.00025898616814202613,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0001732462064351181,2
2016-09-01,0.0014584385842050303,2015-09-02,2016-08-31,3377,-0.0,-0.0,0.00026302060468070594,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,9.433367363440652e-05,2
2016-09-02,0.001464553658343505,2015-09-03,2016-09-01,3384,-0.0,-0.0,0.0002710141422762657,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,4.789940909980711e-05,2
2016-09-06,0.0015228629051703049,2015-09-04,2016-09-02,3386,-0.0,-0.0,0.0002549151818479503,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,3.606677003185559e-05,2
2016-09-07,0.0014342959694584507,2015-09-08,2016-09-06,3390,-0.0,-0.0,0.00026247491737479636,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,1.9498433707313995e-05,2
2016-09-08,0.0014256756293684798,2015-09-09,2016-09-07,3390,-0.0,-0.0,0.00029106562768339405,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,9.89333892471143e-05,2
2016-09-09,0.0013045275465584153,2015-09-10,2016-09-08,3397,-0.0,-0.0,0.00024272702573631456,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.00013046607042667893,2
2016-09-12,0.0013279950159858296,2015-09-11,2016-09-09,3396,-0.0,-0.0,0.0001782602049034779,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,9.688548954274741e-05,2
2016-09-13,0.0013420935387325847,2015-09-14,2016-09-12,3397,-0.0,-0.0,0.00020230797221810852,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.00019518710335133616,2
2016-09-14,0.0013212935154908907,2015-09-15,2016-09-13,3401,-0.0,-0.0,0.00019073473053917835,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.00020610667051784628,2
2016-09-15,0.0013255381315213396,2015-09-16,2016-09-14,3402,-0.0,-0.0,0.00019509679463793238,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0001414876376440913,2
2016-09-16,0.0013445860695222806,2015-09-17,2016-09-15,3403,-0.0,-0.0,0.00022788183331083387,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.00016240611163824116,2
2016-09-19,0.0014096021446292463,2015-09-18,2016-09-16,3409,-0.0,-0.0,0.00017717429712735925,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0002592180668046521,2
2016-09-20,0.0013955974549178496,2015-09-21,2016-09-19,3411,-0.0,-0.0,0.00018598150002889976,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.00025703594784977357,2
2016-09-21,0.0015191435753496695,2015-09-22,2016-09-20,3413,-0.0,-0.0,0.00020108435192901642,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0003485369245720438,2
2016-09-22,0.0015155439400706605,2015-09-23,2016-09-21,3420,-0.0,-0.0,0.00018647715740698146,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.00033160701931849834,2
2016-09-23,0.0014836078067660807,2015-09-24,2016-09-22,3422,-0.0,-0.0,0.0001767706452321596,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0003217395400310645,2
