date,intercept,train_start,train_end,n_train,liquidity_alpha,size_alpha,signal_2,sentiment_change_alpha,sentiment_exp_decay_alpha,sent_macd_alpha,signal1,signal2,signal3,signal4,signal5,signal6,signal7,signal8,n_nonzero_factors
2018-04-17,0.0020814282138795406,2017-04-17,2018-04-16,3510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-04-18,0.002067560146595712,2017-04-18,2018-04-17,3505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-04-19,0.0020753837413013897,2017-04-19,2018-04-18,3504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-04-20,0.001973440477180898,2017-04-20,2018-04-19,3508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-04-23,0.0019287777097358931,2017-04-21,2018-04-20,3506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-04-24,0.0017682204111387058,2017-04-24,2018-04-23,3511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-04-25,0.0017335003727725628,2017-04-25,2018-04-24,3507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-04-26,0.0018079007269623268,2017-04-26,2018-04-25,3510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-04-27,0.0018076486047483597,2017-04-27,2018-04-26,3508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-04-30,0.0017559751777096962,2017-04-28,2018-04-27,3506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-01,0.0017753873346089725,2017-05-01,2018-04-30,3511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-02,0.001765619160963286,2017-05-02,2018-05-01,3505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-03,0.0017793665136106008,2017-05-03,2018-05-02,3509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-04,0.0019171802444092087,2017-05-04,2018-05-03,3508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-07,0.001951008453501629,2017-05-05,2018-05-04,3509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-08,0.0019606863036642206,2017-05-08,2018-05-07,3514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-09,0.0019780119369692444,2017-05-09,2018-05-08,3511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-10,0.0019528651188785375,2017-05-10,2018-05-09,3511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-11,0.001955307388920015,2017-05-11,2018-05-10,3515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-14,0.0019237590059361892,2017-05-12,2018-05-11,3516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-15,0.0018556881666892673,2017-05-15,2018-05-14,3515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-16,0.0018981644330121914,2017-05-16,2018-05-15,3511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-17,0.001963553795955438,2017-05-17,2018-05-16,3515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-18,0.0018767901191942917,2017-05-18,2018-05-17,3511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-21,0.001896049397416768,2017-05-19,2018-05-18,3511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-22,0.0018323107925125957,2017-05-22,2018-05-21,3513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-23,0.001853363954882599,2017-05-23,2018-05-22,3508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-24,0.0018279102204269762,2017-05-24,2018-05-23,3507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-25,0.0018066311397703734,2017-05-25,2018-05-24,3510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-29,0.0017947474579909127,2017-05-26,2018-05-25,3509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-30,0.0018187029833237668,2017-05-30,2018-05-29,3510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-05-31,0.0017960344721734617,2017-05-31,2018-05-30,3509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-01,0.001867478086016782,2017-06-01,2018-05-31,3504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-04,0.0018744564204887853,2017-06-02,2018-06-01,3502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-05,0.001860237675412202,2017-06-05,2018-06-04,3504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-06,0.0018948014410521228,2017-06-06,2018-06-05,3497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-07,0.001852302645784828,2017-06-07,2018-06-06,3499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-08,0.001813340166164622,2017-06-08,2018-06-07,3500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-11,0.0018811392768637951,2017-06-09,2018-06-08,3498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-12,0.0019325445723190312,2017-06-12,2018-06-11,3489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-13,0.0019312953532026704,2017-06-13,2018-06-12,3484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-14,0.0019846370191377244,2017-06-14,2018-06-13,3480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-15,0.002012696602466837,2017-06-15,2018-06-14,3476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-18,0.0020075034881415236,2017-06-16,2018-06-15,3472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-19,0.00195403796419008,2017-06-19,2018-06-18,3473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-20,0.0019374524205617756,2017-06-20,2018-06-19,3468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-21,0.0018907620035032865,2017-06-21,2018-06-20,3465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-22,0.0018106924412032168,2017-06-22,2018-06-21,3464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-25,0.001718981787433057,2017-06-23,2018-06-22,3460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-26,0.00174922303084545,2017-06-26,2018-06-25,3456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-27,0.001808143102715628,2017-06-27,2018-06-26,3451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-28,0.00180601748141137,2017-06-28,2018-06-27,3449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-06-29,0.0018791281307954893,2017-06-29,2018-06-28,3444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-02,0.0019329065347494414,2017-06-30,2018-06-29,3443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-03,0.0019122574803112533,2017-07-03,2018-07-02,3445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-05,0.0019442104454291836,2017-07-05,2018-07-03,3440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-06,0.0020599310312472328,2017-07-06,2018-07-05,3441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-09,0.002079917460849187,2017-07-07,2018-07-06,3432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-10,0.0020573943320570916,2017-07-10,2018-07-09,3433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-11,0.0020166228083493064,2017-07-11,2018-07-10,3425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-12,0.001964724330105482,2017-07-12,2018-07-11,3425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-13,0.0019349542060426708,2017-07-13,2018-07-12,3427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-16,0.0019178170998238153,2017-07-14,2018-07-13,3420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-17,0.0019608695172819144,2017-07-17,2018-07-16,3420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-18,0.0018657458187583593,2017-07-18,2018-07-17,3422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-19,0.0018196945832306942,2017-07-19,2018-07-18,3422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-20,0.0018310846485881807,2017-07-20,2018-07-19,3424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-23,0.0018413104163636956,2017-07-21,2018-07-20,3421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-24,0.001889712668757081,2017-07-24,2018-07-23,3421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-25,0.0020002284796380326,2017-07-25,2018-07-24,3416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-26,0.0019800100981870257,2017-07-26,2018-07-25,3415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-27,0.0019285468983280176,2017-07-27,2018-07-26,3423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-30,0.0018899303280122588,2017-07-28,2018-07-27,3420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-07-31,0.001924476807707367,2017-07-31,2018-07-30,3422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-08-01,0.0019133154804077033,2017-08-01,2018-07-31,3424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2018-08-02,0.0019792731256101127,2017-08-02,2018-08-01,3425,0.0,-0.0,0.0002370556812793956,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1
2018-08-03,0.0019932204809380077,2017-08-03,2018-08-02,3417,0.0,-0.0,0.00023610257211693615,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1
2018-08-06,0.0019841534508872197,2017-08-04,2018-08-03,3416,0.0,-0.0,0.00021748794353324832,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1
2018-08-07,0.00203552230695351,2017-08-07,2018-08-06,3417,0.0,-0.0,0.0001946520850319044,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1
2018-08-08,0.002016992328983812,2017-08-08,2018-08-07,3414,0.0,-0.0,0.00020770268251172057,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1
2018-08-09,0.002015956295001141,2017-08-09,2018-08-08,3414,-0.0,-0.0,0.00021146941612276587,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1
2018-08-10,0.0020975767665133635,2017-08-10,2018-08-09,3410,0.0,-0.0,0.00020694974768273525,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1
2018-08-13,0.0020949791322686533,2017-08-11,2018-08-10,3402,0.0,-0.0,0.0002042923312269561,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1
2018-08-14,0.002028750158609385,2017-08-14,2018-08-13,3400,-0.0,-0.0,0.0002622169846355574,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1
2018-08-15,0.001963260185161282,2017-08-15,2018-08-14,3402,-0.0,-0.0,0.0002367540887266385,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1
2018-08-16,0.0020043214231956577,2017-08-16,2018-08-15,3403,-0.0,-0.0,0.0001911953723048655,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1
2018-08-17,0.0020523221680142714,2017-08-17,2018-08-16,3401,-0.0,-0.0,0.00023813821208965705,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1
2018-08-20,0.002028060427136795,2017-08-18,2018-08-17,3395,-0.0,-0.0,0.00018757811886627138,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1
2018-08-21,0.002106702411062439,2017-08-21,2018-08-20,3406,-0.0,-0.0,0.0001222497294041622,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1
2018-08-22,0.002073036851077704,2017-08-22,2018-08-21,3403,-0.0,-0.0,0.00011188051211470137,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1
2018-08-23,0.002053667187709038,2017-08-23,2018-08-22,3402,-0.0,-0.0,8.745653686821548e-05,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-08-24,0.002106837918834584,2017-08-24,2018-08-23,3400,0.0,-0.0,0.0001145109555470853,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-08-27,0.002154590231480749,2017-08-25,2018-08-24,3397,0.0,-0.0,0.00010581091857359867,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-08-28,0.0021389839751067116,2017-08-28,2018-08-27,3401,-0.0,-0.0,7.765097497801665e-05,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-08-29,0.0021263160640626654,2017-08-29,2018-08-28,3400,-0.0,-0.0,0.0001156612373261796,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1
2018-08-30,0.002072449490365254,2017-08-30,2018-08-29,3399,-0.0,-0.0,9.436082256982254e-05,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1
2018-08-31,0.002033519213110702,2017-08-31,2018-08-30,3396,-0.0,-0.0,0.00010984596886776338,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-09-04,0.0020164635951385452,2017-09-01,2018-08-31,3396,-0.0,-0.0,0.00010787965041205427,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-09-05,0.0019581873899977517,2017-09-05,2018-09-04,3400,-0.0,-0.0,0.0002009639082331205,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-09-06,0.001919279763955475,2017-09-06,2018-09-05,3407,-0.0,-0.0,0.0001973889994018021,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-09-07,0.0018878788104315,2017-09-07,2018-09-06,3408,-0.0,-0.0,0.0002641381988184748,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-09-10,0.0019241819466317839,2017-09-08,2018-09-07,3411,0.0,-0.0,0.0001995187665182096,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-09-11,0.0018587880699093818,2017-09-11,2018-09-10,3408,-0.0,-0.0,0.0001965367228310277,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-09-12,0.0018495289292149364,2017-09-12,2018-09-11,3407,-0.0,-0.0,0.0002168572307824095,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-09-13,0.0018408621924972635,2017-09-13,2018-09-12,3404,0.0,-0.0,0.00022052154470587955,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-09-14,0.0018517649315365327,2017-09-14,2018-09-13,3405,0.0,-0.0,0.00020807643951626273,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-09-17,0.0018027715200793122,2017-09-15,2018-09-14,3405,-0.0,-0.0,0.00017446715091670416,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-09-18,0.0018700383270020774,2017-09-18,2018-09-17,3411,-0.0,-0.0,0.00022129211893961992,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-09-19,0.0018988477549685841,2017-09-19,2018-09-18,3407,-0.0,-0.0,0.0002374863882729446,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-09-20,0.0019134889414019495,2017-09-20,2018-09-19,3402,-0.0,-0.0,0.00023512784349812894,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-09-21,0.0019033114408143412,2017-09-21,2018-09-20,3404,-0.0,-0.0,0.00021632709039972467,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-09-24,0.0019531268485304225,2017-09-22,2018-09-21,3407,0.0,-0.0,0.00018080646725469196,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-09-25,0.0019984535672237617,2017-09-25,2018-09-24,3410,0.0,-0.0,0.0001745292462871723,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-09-26,0.0019972376739046116,2017-09-26,2018-09-25,3408,0.0,-0.0,0.00015658610446238428,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-09-27,0.0019471448180496851,2017-09-27,2018-09-26,3409,0.0,-0.0,0.00012034322991430723,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-09-28,0.0018943284362321836,2017-09-28,2018-09-27,3406,-0.0,-0.0,0.0004540721797069361,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-01,0.001924012922047424,2017-09-29,2018-09-28,3400,0.0,-0.0,0.00026336970198578385,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-02,0.0018910918689618232,2017-10-02,2018-10-01,3403,0.0,-0.0,0.0002261673105083413,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-03,0.0018277087188051026,2017-10-03,2018-10-02,3399,0.0,-0.0,0.00020169761570503508,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-04,0.0017210057800397423,2017-10-04,2018-10-03,3395,0.0,-0.0,0.00015981976622073642,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-05,0.001607558371738597,2017-10-05,2018-10-04,3395,-0.0,-0.0,0.0002592488474510999,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-08,0.0015885780927247335,2017-10-06,2018-10-05,3388,-0.0,-0.0,0.00027649795333986566,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-09,0.001567770079157934,2017-10-09,2018-10-08,3387,-0.0,-0.0,0.0002994513944810033,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-10,0.0013269147617003155,2017-10-10,2018-10-09,3384,-0.0,-0.0,0.00035408541074578604,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-11,0.0012413123233711075,2017-10-11,2018-10-10,3384,-0.0,-0.0,0.00032924662679285357,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-12,0.001347167179489062,2017-10-12,2018-10-11,3380,0.0,-0.0,0.0003553834591178544,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-15,0.0012689385683573042,2017-10-13,2018-10-12,3380,-0.0,-0.0,0.00033884088075465993,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-16,0.0013704845084230436,2017-10-16,2018-10-15,3383,0.0,-0.0,0.00023630939117320394,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-17,0.0013185894958810107,2017-10-17,2018-10-16,3379,0.0,-0.0,0.00022572035280532437,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-18,0.00123445156138526,2017-10-18,2018-10-17,3376,0.0,-0.0,0.0002721602633429357,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-19,0.0011613802212519272,2017-10-19,2018-10-18,3370,-0.0,0.0,0.00019574848103798796,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-22,0.001128517946262289,2017-10-20,2018-10-19,3364,-0.0,0.0,0.0001822637365050245,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-23,0.001161836383590231,2017-10-23,2018-10-22,3363,0.0,0.0,0.0001923171562503439,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-24,0.0009791135941357209,2017-10-24,2018-10-23,3360,-0.0,0.0,0.00023447483854834988,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-25,0.0011326721541948751,2017-10-25,2018-10-24,3353,0.0,0.0,0.00017327113779818797,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-26,0.0010449639247760438,2017-10-26,2018-10-25,3350,0.0,0.0,0.00013983784026331078,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-29,0.0008861353799703717,2017-10-27,2018-10-26,3346,-0.0,-0.0,0.0003125314837102661,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1
2018-10-30,0.0009558688795261756,2017-10-30,2018-10-29,3349,-0.0,-0.0,0.00024333523977732334,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1
2018-10-31,0.0011112278833542602,2017-10-31,2018-10-30,3348,-0.0,-0.0,0.0002208195821181963,-0.0,-0.0,-0.0,3.0619031370787234e-05,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,2
2018-11-01,0.0011522828655498145,2017-11-01,2018-10-31,3345,0.0,-0.0,0.00020572890133997466,-0.0,-0.0,-0.0,2.286132412207311e-05,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,2
2018-11-02,0.0011454523684866057,2017-11-02,2018-11-01,3348,0.0,-0.0,0.0002187652219167061,-0.0,-0.0,-0.0,3.1717473003462524e-05,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,2
2018-11-05,0.0011076156843625496,2017-11-03,2018-11-02,3345,-0.0,-0.0,0.0003064730894101763,-0.0,-0.0,-0.0,6.751021821483242e-05,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,2
