date,intercept,train_start,train_end,n_train,liquidity_alpha,size_alpha,signal_2,sentiment_change_alpha,sentiment_exp_decay_alpha,sent_macd_alpha,signal1,signal2,signal3,signal4,signal5,signal6,signal7,signal8
2016-04-14,0.0009847333773088862,2015-04-15,2016-04-13,3373,0.00047870048670100896,0.000833327316164075,0.00206835003511994,0.000730525913113476,0.00045033275291486794,-0.00044736834248241354,0.003319621843323877,-0.00051177874480391,0.0008757776538173223,0.002686280735853286,0.0002765817947026301,0.0009599577964494764,-0.0004582982758602538,0.0011862305922755803
2016-04-15,0.0009506517097772801,2015-04-16,2016-04-14,3372,0.00032676611591635023,0.001057833585254395,0.002040626015138192,0.0007092171836245403,0.00020607365784019194,-0.00020922138363475964,0.0034061847468175263,-0.0005152659285859491,0.0009347041308238038,0.0027207952292335725,0.0003437689292040746,0.0007846545099329818,-0.00029961560700556786,0.0013628768165866933
2016-04-18,0.0009942862592261876,2015-04-17,2016-04-15,3374,0.0002685050296005634,0.0010963583094112078,0.002035317855970431,0.0006900092100457485,0.0001758324142532664,-0.000189504276264114,0.003450665612737795,-0.00060542330473282,0.0009055501862964511,0.002818585651372591,0.0003699795536972197,0.0007935028308467223,-0.000392681971310652,0.0013740898273487826
2016-04-19,0.0008717283124112635,2015-04-20,2016-04-18,3375,0.00030586123705340847,0.0012145482051423928,0.002165486176444217,0.0006325137492362394,0.00024434509494974726,-0.0001243357056276552,0.0035622798068659727,-0.0007454362859736838,0.0008951903108450462,0.0029558776048457594,0.000252417475552025,0.0006359052089563077,-0.00042216479173029644,0.0015287861808487326
2016-04-20,0.0009205605793859553,2015-04-21,2016-04-19,3378,0.00035816645678914155,0.0012500797890473165,0.0020793283465351084,0.000599863615282231,0.0002043887510832915,-8.18116233317449e-05,0.0035553963629465554,-0.0008124762621224121,0.0008617089036454107,0.003011736447785577,0.0002542774889908294,0.0006053649505637424,-0.0003218257649723306,0.0016690254173741836
2016-04-21,0.0008768082432485236,2015-04-22,2016-04-20,3384,0.00035437281417643833,0.0012890891447956926,0.002076926801454422,0.0005784581282542034,0.00025055623745256356,-9.708644009865636e-05,0.0035591234724502777,-0.0008328886808321865,0.0008741963090219483,0.003024957844882704,0.00024853250234986866,0.0006329245604203091,-0.00033415931497318913,0.0017050590611651644
2016-04-22,0.0008042970830671928,2015-04-23,2016-04-21,3383,0.0004086113590835131,0.001205494671010365,0.0021161150401212895,0.0006129301978554837,0.0003551826577590722,-0.00015549046428254605,0.003543131064550838,-0.0007626901430661656,0.0008653456143480407,0.002895162938394453,0.0001734360105786436,0.0004929136578450921,-0.00028228838118940784,0.0017055130699168007
2016-04-25,0.0006988426406545744,2015-04-24,2016-04-22,3382,0.0004380540323642981,0.0011613312035490511,0.0022278425622135893,0.0004431468522519549,0.00044529838642728725,-0.00017673129230133956,0.0035559797975084455,-0.000676614589266805,0.0009487384477572326,0.002727042171853472,0.00010461855025836457,0.00022464093358394904,-0.00014170181800457433,0.001731349820427615
2016-04-26,0.0006488923395040002,2015-04-27,2016-04-25,3388,0.00042902797815984876,0.0012081998766238743,0.002222199033093525,0.0005179796272149917,0.0005424228857010223,-0.00029880269428083175,0.003469879456805663,-0.0006958641739562023,0.0009276398304452089,0.0026407710400860834,7.026810217678693e-05,0.0002223289475568628,-2.220950912103865e-05,0.001776055724708512
2016-04-27,0.0006230431922551172,2015-04-28,2016-04-26,3390,0.0004789389117332087,0.0011872387649592168,0.0023173520769228136,0.000639204950445305,0.0006420725402347502,-0.00047135567300419346,0.0034867528352638577,-0.0007320395660442244,0.0009422345851695254,0.00267149493443756,2.813782544469794e-05,0.0002039910084479719,-2.1657310535780368e-05,0.0018022615047989519
2016-04-28,0.0005638056259399567,2015-04-29,2016-04-27,3390,0.0005542669537448435,0.0012883066096249552,0.0023684344544333937,0.0006867449892640664,0.000743474336065382,-0.0005682447334710944,0.0034881111644298668,-0.0007567906635389596,0.0009747800591357683,0.0026603124764342893,7.586441571614722e-06,0.00014070028851290484,-1.9176945820389857e-05,0.0019062211463117807
2016-04-29,0.0006167496534030424,2015-04-30,2016-04-28,3391,0.0005105914501417522,0.0012607861182955577,0.0024118969308374034,0.000552518244191649,0.0007970496416964406,-0.0004923327816258859,0.0035787825601051484,-0.0007452441947624936,0.0010381524479591913,0.002714705299228774,1.7466247000202706e-05,0.00022324690594480544,-2.2558862559061316e-05,0.001720660455323784
2016-05-02,0.0006795178558221184,2015-05-01,2016-04-29,3390,0.0006163380133261672,0.0014044885196942665,0.0023991462119024327,0.0004841339919221665,0.0007607156658297556,-0.0003824188711960544,0.0036226140846596223,-0.0008156383812966666,0.0009643902469760704,0.0027391029552728966,7.547533239945027e-05,0.00013814196983612674,0.0001701506707747984,0.0021067906989878427
2016-05-03,0.0006133186196832894,2015-05-04,2016-05-02,3391,0.0006569149109362157,0.0014612796795652754,0.0023877127137649813,0.0004634179385493532,0.0007371471829496345,-0.0003345025279833439,0.0036251501668454495,-0.0007765837152924923,0.0010400802914369085,0.002752224914144351,5.732736846913272e-05,0.00015151231008840932,0.00017707945064244753,0.002179600997596287
2016-05-04,0.0006197162488065672,2015-05-05,2016-05-03,3396,0.0006516632593444112,0.0015533220505168197,0.0024008964031886192,0.00046685141243083515,0.0007571842979658663,-0.00034528287105229754,0.0036479447125928196,-0.0008237146081290195,0.0010955980450906946,0.0028102371189887734,7.406911325764587e-05,0.00015355451587777276,0.00017713170943497794,0.0022204424537156544
2016-05-05,0.0006027149531194652,2015-05-06,2016-05-04,3394,0.0006380067706236153,0.0015252881343235508,0.002438355367349045,0.0004899981531074675,0.0007829573468255926,-0.0003727314468019802,0.003653530163495143,-0.0007173329621156227,0.0012374451213368767,0.002810132894964786,7.628546724517437e-05,0.0001782468445243361,0.00014729894356590363,0.0021096919370714976
2016-05-06,0.00059384318822233,2015-05-07,2016-05-05,3393,0.0006597167535928821,0.001539631616625983,0.002418222757205473,0.0005408735871734946,0.0007934935336852395,-0.00043096477101812303,0.0036618403283063396,-0.0008195338861962269,0.0011876556819689823,0.002873485870394055,6.375800560352888e-05,0.00017691637200172597,0.0001507985734933464,0.002103414472900218
2016-05-09,0.0005726029544519412,2015-05-08,2016-05-06,3384,0.0006256863216492092,0.001584408118538588,0.002443894679265806,0.0005224611300718618,0.0007618019121700151,-0.0004400238275718558,0.0036909078387934043,-0.0009809039733004819,0.001212199166562262,0.003008125846567416,0.00011848556407980584,0.0002915846741416774,0.0001383196874525495,0.0021956069462158393
2016-05-10,0.0005978467950909867,2015-05-11,2016-05-09,3382,0.0006422253178529323,0.001676111966074179,0.0024534073906687334,0.0005345978531976851,0.0007554913287470319,-0.00044933420719172484,0.003683176305162785,-0.000938432443890141,0.0011922541949212664,0.0029705151126993706,0.00013955612444960212,0.00029352407484983914,0.00015089891553118554,0.002267525825556766
2016-05-11,0.000547669301943792,2015-05-12,2016-05-10,3379,0.0006879407740829012,0.0017379248241676196,0.0024848338071106514,0.0005805417355580691,0.000776365672866938,-0.0004679541583803691,0.00366565749687097,-0.0009011235694332743,0.0012113493762557503,0.002925915421924011,0.00012160168759691406,0.0002343081441164249,0.00017907328617877054,0.002267482241230218
2016-05-12,0.0005261236842667121,2015-05-13,2016-05-11,3378,0.000690379127686414,0.0017162893800913921,0.0024833855209620143,0.0006008623383829185,0.0007794486092341086,-0.0004726364912029539,0.003654031398227653,-0.0008696967859997095,0.0012431991551815008,0.0029253395079269747,0.0001476462742338214,0.0003073562598407179,0.00014548130129833338,0.002206904879166796
2016-05-13,0.0005136910079077248,2015-05-14,2016-05-12,3381,0.0006164813563523579,0.0016212096831169373,0.002466803571035671,0.0005618414985101072,0.0007408262532814016,-0.0004316609029354226,0.0036447485596474687,-0.0010030427097280495,0.0011361641736061074,0.0029570181774804484,0.0001925318126023371,0.00046039587367851766,0.00015118314719989904,0.0021982163012215245
2016-05-16,0.0005541781882492555,2015-05-15,2016-05-13,3379,0.0006629666703407431,0.00165975334175919,0.0024238200547268694,0.0006055878696258196,0.0007124167745211027,-0.00046018534276392185,0.0035846725732342215,-0.0009904276658069702,0.00108876986168064,0.0028661072719245503,0.00017825949588212773,0.0004185777010571565,0.000244868252838347,0.0022263176260363103
2016-05-17,0.0004968723130858256,2015-05-18,2016-05-16,3379,0.000688536192644376,0.0016312886739952494,0.002399276539287735,0.000616978279480485,0.0007128795441902475,-0.0004625959782883168,0.003493985488900402,-0.0009168513167526714,0.0010726240784071134,0.0027737666494430466,0.0001867969163027137,0.0004365404197395028,0.00025368824602534855,0.002217190709949572
2016-05-18,0.0005421275026354038,2015-05-19,2016-05-17,3378,0.0006782187175075692,0.0015550010312162285,0.0024055741301653878,0.0005918404313146693,0.0007226822546738104,-0.000502865790642287,0.0034479438208269175,-0.0008811827166708669,0.0010488355495976286,0.0026664163905795913,0.0001790944236990762,0.00041291071243049324,0.0002521928115975435,0.0021428793351764043
2016-05-19,0.0005546581449462853,2015-05-20,2016-05-18,3381,0.0006614411455481132,0.0015748183447418307,0.0024240878267846556,0.000571255106796893,0.0007302641639647274,-0.0004803541243121906,0.003459691531282264,-0.0008817891588594412,0.0010517880863241745,0.002656553892668872,0.00019925578696461835,0.000509195133180226,0.00019377008834208713,0.0021460791489983076
2016-05-20,0.0006004524784128571,2015-05-21,2016-05-19,3378,0.0006468183748461557,0.0014921055268641455,0.002405562075186907,0.0005976241045926848,0.0007203440519306324,-0.0004651877685196546,0.003359722399819973,-0.0008715296034176931,0.0010065221021639328,0.002574028220901214,0.0001890502642820655,0.0005429617537458321,0.00016264840691955593,0.0020814308812668798
2016-05-23,0.0006623436636334749,2015-05-22,2016-05-20,3373,0.000601479274453829,0.0014434473422113474,0.0024042658734117696,0.0005764250944017715,0.0007034718081605641,-0.0004319298125421899,0.003262827248171365,-0.0007383449674696787,0.0010222039756093773,0.0024524894070094387,0.00021167582902564412,0.0005168714776204689,0.00017917999781814423,0.002049683017848005
2016-05-24,0.0007340185699879124,2015-05-26,2016-05-23,3372,0.0005742081775871439,0.0013951661187620358,0.0023799392569715363,0.0005432679376076795,0.0006840178468770649,-0.00040262133167951104,0.0031795665150298785,-0.0006896554519966267,0.001010071112901015,0.002299384141599093,0.00023454514431094079,0.00045579059274762857,0.00018613865538159052,0.0019405075502522474
2016-05-25,0.0007245559619378218,2015-05-27,2016-05-24,3370,0.0006021439637763222,0.0014047756052690545,0.0023969963008639633,0.0005323529680186847,0.0006291913578017897,-0.0003505154848553905,0.0031437465069098047,-0.0007388501731700185,0.0009543464366729412,0.002323639389295024,0.00018529164163030563,0.00040005644742635164,0.00022646509676319405,0.0019768018938200456
2016-05-26,0.0007384320298594785,2015-05-28,2016-05-25,3365,0.0006114908291467256,0.0013661610469656445,0.0024286162279029133,0.0005277272167859568,0.0006283678972981945,-0.000346703622123561,0.0030765446626678664,-0.000703536660110448,0.0009651609593849258,0.0022388933277788688,0.0001878943436277081,0.0004311240992829175,0.00018776560035810235,0.001925408774098427
2016-05-27,0.0007767828080395749,2015-05-29,2016-05-26,3358,0.0005180541904912279,0.00126999582687828,0.0024453226894281784,0.0005339021465207965,0.000635520061243804,-0.0003241929369444796,0.0030894485851326245,-0.0007131131746661768,0.000990640851070886,0.0022127943415605447,0.00022471261353950012,0.0003661221763065025,0.0002161921104257713,0.0017810313630021695
2016-05-31,0.0007997360052372144,2015-06-01,2016-05-27,3354,0.0005541352389923495,0.0012486754184142012,0.0024544233382091255,0.0005509873217868624,0.0006305710135521352,-0.0003431951118072602,0.003029327690051524,-0.0006877496579229714,0.0009892187400149391,0.002197286169960796,0.00021080359968157257,0.00039042068075838255,0.00017635637969178394,0.0018073119721842717
2016-06-01,0.0008008904589332099,2015-06-02,2016-05-31,3354,0.000567789153541776,0.0012658521094808606,0.002475571756350252,0.00054679984506439,0.0006214660529299836,-0.0003251013181491035,0.00301182122593079,-0.0006725809895858967,0.0009870681447016292,0.002191087095809271,0.00019935534331210028,0.00041225271977545343,0.00017603185061996633,0.0018608460258422693
2016-06-02,0.0008014676103593495,2015-06-03,2016-06-01,3359,0.0006195962205363573,0.001283052912094611,0.002485781386443345,0.0005632150065092384,0.0006588774268410747,-0.00033061239679798676,0.002974640998823834,-0.0006220777583885379,0.0009650975067162682,0.0021290675574885958,0.00013928373799171117,0.0003750221718289126,0.00018088191133330047,0.0019220726206268888
2016-06-03,0.000813921399132957,2015-06-04,2016-06-02,3364,0.0005802796760919569,0.0013273209143758362,0.0025012809773145798,0.0005787267468133133,0.0006470020123610628,-0.00034081620966606817,0.003029286660150337,-0.0007163681481280236,0.0009732896153789359,0.0021916712834605164,0.00013594260085235768,0.0004401963802819327,0.00017885698237973187,0.0019268803662755804
2016-06-06,0.0008331550578701503,2015-06-05,2016-06-03,3366,0.0005370974983351469,0.0013179599320310405,0.0024999961802610474,0.0005838708561862556,0.000631976971421202,-0.00030681923445451174,0.003010884928122456,-0.0006341807602529004,0.001004054008408057,0.002111860502693598,0.00019536724525276783,0.0004476474418648392,0.0001808666806914996,0.0019192445723430517
2016-06-07,0.0008719315901740007,2015-06-08,2016-06-06,3372,0.00046003369999174707,0.0012481654642625098,0.0024830138642905966,0.0005567365460077627,0.0006301052378353763,-0.00031221473012961833,0.003006204726147473,-0.0006337343484454708,0.0010047478376708698,0.0020702657936439157,0.0002155875970927796,0.00042919827186608264,0.00020062938247176953,0.0018120829984715164
2016-06-08,0.0008178121090401828,2015-06-09,2016-06-07,3367,0.00048721579910136504,0.001386128764622125,0.0024535139861743423,0.0005858054296434914,0.0006555653288121722,-0.0003935840850901711,0.003002337823286132,-0.0006770934728095505,0.001027395263997546,0.002049777808609293,0.0002679960818755765,0.0004162403974551544,0.0002268353109009036,0.0019206375814115211
2016-06-09,0.0007114177272968662,2015-06-10,2016-06-08,3365,0.0005115811036517941,0.0014756887747826189,0.002458978597903305,0.0005595846136184201,0.0006222197578400322,-0.0003554882741164831,0.0030604503275349177,-0.000846289104973436,0.0010346993551107661,0.0021971412693027955,0.0002585629184431361,0.00039544999233278265,0.00021111279444522413,0.001977977759802233
2016-06-10,0.0006654166069697117,2015-06-11,2016-06-09,3361,0.0005177396152400884,0.0015310430576835352,0.0024692966653551127,0.0005766897548237202,0.0006680645805785972,-0.00042719797020091026,0.002998243890057514,-0.0007674697070079719,0.001033484074280142,0.0020262645918798054,0.0002044301692101632,0.00039602717668514234,0.00025449070772353403,0.0020193059739612154
2016-06-13,0.0006830756465258076,2015-06-12,2016-06-10,3362,0.0005225825575717799,0.0015106078502403824,0.0024849730908198192,0.0005842809382467732,0.0006429532785670496,-0.0004641651185736098,0.00298073345012827,-0.0006921901890564972,0.0010066020748250345,0.0019904778674886795,0.00023038605408559875,0.0003889951614399107,0.00024292904601851928,0.002077781744610547
2016-06-14,0.0007106865276230419,2015-06-15,2016-06-13,3368,0.0005168405621872903,0.0014776488627383801,0.0025198704916245315,0.0005842383661150252,0.0006409763507861773,-0.0004825113599076554,0.0029779231720848936,-0.0006825550115178586,0.0009963072127449,0.0019579393767122032,0.0002611811354976435,0.00038544640295026393,0.00022048099660734892,0.0020533624144072403
2016-06-15,0.0006778358703077807,2015-06-16,2016-06-14,3373,0.0005456982486373569,0.00152303281793883,0.0025232202534998826,0.0005726841006694767,0.0005949396875766148,-0.00046113754534808107,0.0030374973766273965,-0.000742279966781477,0.0010196089127636097,0.0020741275687915658,0.00025276562611632454,0.00035223749760495755,0.00023213352963199612,0.0020849867151083103
2016-06-16,0.0006715382591280551,2015-06-17,2016-06-15,3372,0.0005774637977353467,0.001544928224482635,0.002517849404432263,0.0006172067910466598,0.0006024584418307942,-0.00048535908855449375,0.0030575865304637135,-0.0007732829824060042,0.0010136405108759055,0.0021334978198052877,0.0002320494655455121,0.0003635448573459249,0.0002308168275881047,0.0021214475333559317
2016-06-17,0.0006103546648538292,2015-06-18,2016-06-16,3374,0.0005813098555648828,0.0015235954856658016,0.00245925720857426,0.0005924511404192097,0.000595377971321901,-0.0004862828244524177,0.002979503576459021,-0.0007629860594308632,0.0010101723670636296,0.002081328408437303,0.00022686162187074288,0.00042117443005079924,0.00019471155184767267,0.0021296746405393965
2016-06-20,0.0006440266873458219,2015-06-19,2016-06-17,3374,0.0005766591785211146,0.0015310229544286452,0.0024186829018150533,0.0005613946615665154,0.0006006730536978405,-0.0004762502831943586,0.0029759245748199243,-0.000725767675649029,0.0010101086033990163,0.0020533877368351257,0.0002433066337090999,0.00045968313730102364,0.000190005361634865,0.0021270806162852042
2016-06-21,0.0006491371024895427,2015-06-22,2016-06-20,3372,0.0005497314867620114,0.0015746084252662217,0.0023983425238855017,0.0005574380464150065,0.0005820992827549608,-0.00048108752915180207,0.0029688028418249717,-0.0007260319366595303,0.0010252003522530405,0.002037198800511528,0.00024803398919923163,0.00046011945964645164,0.00019867920969582,0.002146169854828449
2016-06-22,0.0006119147464626623,2015-06-23,2016-06-21,3370,0.0005806842249181173,0.0016979033051931444,0.0024046467769217343,0.000516378185043237,0.0006050995993403814,-0.00045361074067001747,0.002964761582981863,-0.000635311637175644,0.0010622399794761215,0.0019394840288112021,0.00020081507299986418,0.00043683750865481025,0.00021563245580369592,0.00234705977076431
2016-06-23,0.000696732060969121,2015-06-24,2016-06-22,3369,0.0005498946269407092,0.0016043544171554366,0.002420113213886015,0.0004957273079691057,0.0005766620364424096,-0.0004190651620302849,0.0029089694316095966,-0.000608954870044718,0.0010014798773003548,0.0019101721190496088,0.00023566152944620692,0.0004528407310380127,0.00021787888309665886,0.002322714002982875
2016-06-24,0.0005872369590135563,2015-06-25,2016-06-23,3368,0.0006398936581671295,0.0016401042244248388,0.002377456198495546,0.0005126389491223795,0.0006913154915472839,-0.0004919676766063408,0.0031435085486740625,-0.0007549887131581849,0.0009964515613344752,0.0021502386906736178,0.00012814165300640778,0.0003699454144769256,0.00015495932693761132,0.0024046181779856096
2016-06-27,0.0006110212244840243,2015-06-26,2016-06-24,3370,0.0006592206016067919,0.0014253353594859417,0.002443576505667226,0.000598274919875192,0.00066166434138942,-0.0006014398085914286,0.0030667658165280712,-0.0006640955065603994,0.0009842754230547804,0.001977340323123996,7.703499547263127e-05,0.0002902470139838153,0.00015571834888988563,0.0022495789528118246
2016-06-28,0.0007868568333942606,2015-06-29,2016-06-27,3371,0.0005305221561807276,0.0012443912567713688,0.0024263029917701378,0.0006057057394886336,0.0007114435201382547,-0.0006367211994156421,0.0031706199618179117,-0.0006715145204646324,0.000987681472777135,0.0019017823265634207,0.00014146874188828283,0.0005329834639915709,0.00016906512819471622,0.002001834218299277
2016-06-29,0.0008532247374828931,2015-06-30,2016-06-28,3373,0.0004892790100294225,0.0011482257769901577,0.002395095337941969,0.0005022152853208653,0.0006888253020192083,-0.0005000859837701232,0.0031699888526724703,-0.0006444534651734264,0.0010572385195366952,0.0018047325286713201,0.00013631010191215962,0.0005495168506489786,0.00021038271117839664,0.001888146178697138
2016-06-30,0.000868919187014147,2015-07-01,2016-06-29,3383,0.0005417313461911379,0.0011316283305633065,0.0024033127138679894,0.0004963286101368065,0.0006675073609471501,-0.0005086159900257596,0.0031435056690707385,-0.0006789880808365772,0.001034592210080461,0.0018344874564226266,8.579215104029973e-05,0.0005516257145785239,0.00019495159501146557,0.0019063133939051665
2016-07-01,0.0008494083359901529,2015-07-02,2016-06-30,3392,0.00044211687700993505,0.001074986369732788,0.002400882961181097,0.0004352254189360901,0.0005989206829295819,-0.0003563586443664973,0.0030713885186512903,-0.0007007814959482326,0.0011159267882959543,0.0018037330094012123,0.0001397221534219677,0.0005774658965134711,0.00016203451953654806,0.0017461118618254349
2016-07-05,0.0008539924671218385,2015-07-06,2016-07-01,3389,0.00040027335468855704,0.0009922836845683066,0.0024713220336545767,0.0004378697961145359,0.0005931089802676991,-0.00032169623322137825,0.00317182954683423,-0.000777105465108796,0.0011589903169891439,0.001868371317341561,0.00014344901097012488,0.0005388072127261967,0.00020002572655880384,0.0016512982566411827
2016-07-06,0.0009165252495629411,2015-07-07,2016-07-05,3390,0.0003525790987631862,0.0009088696460238719,0.002469160377163793,0.00049425955490129,0.0005778352616666999,-0.0003596575393542169,0.003158542449891325,-0.0008793320134928578,0.0011111733528252393,0.001922740112289236,0.00015935335921741776,0.0005536132215966706,0.00014227823786307705,0.0015890896406465153
2016-07-07,0.0010214374042762633,2015-07-08,2016-07-06,3385,0.0002488660741703284,0.0006900527005561565,0.002416980602338629,0.0003961729873112234,0.0005109475673316829,-0.0003023041790640572,0.0030675506532449096,-0.0009197818806723292,0.0010069685754156813,0.0018882926358635918,0.00020626584492620966,0.0005966534627829367,0.00020042865283126504,0.0014178906766657933
2016-07-08,0.001077130353000514,2015-07-09,2016-07-07,3388,0.0003594891557607619,0.000734370860522936,0.0024150306197211965,0.0004488307340662358,0.0004318322560921892,-0.0002464901506155879,0.003185304328431458,-0.001059930577874012,0.0009779462905444244,0.0020236445561119024,0.0002099114709302749,0.0004983046788397808,0.0002309563925224633,0.0015916238667564718
2016-07-11,0.0010458072391638664,2015-07-10,2016-07-08,3387,0.00034257773662452987,0.0007711441328213105,0.002426687167850999,0.0004409536672680577,0.00035623290165166457,-0.00019129159422618525,0.0031345859573028074,-0.0010026781036653184,0.001023426165222669,0.0019884852223596644,0.00019074469984199896,0.00048352199332670544,0.00022945429215142553,0.0016187658933022938
2016-07-12,0.0010091602961844735,2015-07-13,2016-07-11,3391,0.00031411542273882583,0.0007485479382543948,0.002429198475280737,0.00043939376559092193,0.00032325272921903157,-0.00019031969467349615,0.003127848402540985,-0.0009965491349359118,0.0010873889407838574,0.0020175595631764663,0.00018003364534695195,0.0004995607234436248,0.00017593402203530458,0.0016069041531337576
2016-07-13,0.0009408854964619314,2015-07-14,2016-07-12,3390,0.0003504321997217116,0.0008769822899725038,0.0024837223863084655,0.0004779663052099609,0.00027946142243958077,-0.00017181704049692428,0.002967305262300822,-0.0006714853314399036,0.0010577130285002788,0.001757696980513336,0.00017009859214102215,0.0005190263765731237,0.000121227156351627,0.0017178207382311551
2016-07-14,0.0009696308678620467,2015-07-15,2016-07-13,3389,0.0003800566693296185,0.000812561284942259,0.002497873447792499,0.0005018243952877238,0.00030081945176583613,-0.00022003121564964813,0.002979203880885405,-0.0007947586599433006,0.0011290425026144108,0.0018635084020155106,0.00015242966363397358,0.0005385731644463988,0.00016518877108420704,0.0016393626329639138
2016-07-15,0.0008778169317564932,2015-07-16,2016-07-14,3390,0.0001876849950008935,0.0009604169510583211,0.002376406388355146,0.0005927526260396902,0.00011284043518410733,-0.00015562009691706617,0.0029207597745351307,-0.0005175628977261077,0.0011911612915995104,0.0016104983818689452,0.00018247684855272387,0.0004403922787294482,0.00021838061040163332,0.0017608998428494112
2016-07-18,0.0008018785976855014,2015-07-17,2016-07-15,3393,0.0003004077660572076,0.0010044923423050988,0.0018104379310877904,0.0007809210254699174,0.0003045130417660495,-0.00035758296899051267,0.002911710036101901,-0.0001575464871017019,0.0011158166460142837,0.0012115223687594997,2.660417404673866e-05,0.00011328376362236214,0.00010063599422762764,0.001912469168761116
2016-07-19,0.0007728695691807671,2015-07-20,2016-07-18,3398,0.0001907836270173086,0.0009823888765092732,0.001777932251793007,0.0008368564730794423,0.000323902533070566,-0.00040491829042455456,0.002854249580386791,-0.00021405644117291616,0.001160591140447109,0.0011935545177507096,6.174045801603616e-05,-3.4887087617049446e-05,0.0002927767490386543,0.0018920167903600728
2016-07-20,0.0008701290759400714,2015-07-21,2016-07-19,3399,0.00012512742015146193,0.0008682807621603636,0.001705149537737287,0.00092249482873309,0.0002650034723350044,-0.00045190513554378134,0.002882492163968432,-0.0002812614872888036,0.0011365500675110099,0.0013390177572560208,0.00010603498563977553,-2.7422030435780086e-05,0.0004077491757669261,0.0017956676601664822
2016-07-21,0.0009016609145525153,2015-07-22,2016-07-20,3398,0.00018420742835774582,0.0009114005531036974,0.0016812620092634624,0.0009609171210820365,0.0003555276286660487,-0.0005136284859309071,0.002944312395942036,-0.000442868849534059,0.0011446114967571745,0.0014576429566749767,9.759742362965293e-05,-3.6627252325656775e-05,0.00038287781751071695,0.0018806333808421283
